Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,Top_10_Moves,Is_Capture
g8e7,g8,e7,n,,0,"['g8e7', 'h5g6', 'b7b6', 'b8d7', 'd8d7', 'a7a6', 'b4e7', 'h7h6', 'd8c7', 'b8a6']",1
b4a5,b4,a5,b,,0,"['b4c3', 'h5f3', 'b4a5', 'a7a5', 'c6c5', 'b4d6', 'e7f5', 'b4c5', 'b8a6', 'd8c7']",1
a5c7,a5,c7,b,,0,"['h5f3', 'a5c7', 'a5b6', 'c6c5', 'b8d7', 'e7f5', 'e8g8', 'a5b4', 'b7b5', 'e8d7']",1
h5g6,h5,g6,b,,0,"['h5g6', 'h5e2', 'g7g6', 'c7e5', 'c6c5', 'a7a5', 'e7f5', 'b8d7', 'f7f5', 'f7f6']",1
e7f5,e7,f5,n,,0,"['b8d7', 'e7f5', 'a7a5', 'b7b6', 'b7b5', 'e8g8', 'b8a6', 'd8c8', 'a7a6', 'c7b6']",1
b7b6,b7,b6,p,,0,"['f5e3', 'b7b6', 'b8d7', 'd8c8', 'd8e7', 'a7a5', 'b7b5', 'e8g8', 'd8h4', 'c7b6']",1
e8g8,e8,g8,k,,0,"['e8g8', 'f5e3', 'b8d7', 'a7a5', 'b6b5', 'c6c5', 'a7a6', 'd8h4', 'f7f6', 'h7h6']",1
f5e3,f5,e3,n,B,0,"['f5e3', 'c7e5', 'c6c5', 'f5g3', 'a7a5', 'b8d7', 'g8h8', 'f7f6', 'f5h4', 'g6h5']",1
e3f1,e3,f1,n,R,0,"['e3f5', 'e3f1', 'e3c4', 'g6d3', 'c7e5', 'e3g2', 'c6c5', 'e3c2', 'b8d7', 'a7a5']",1
b8d7,b8,d7,n,,0,"['c6c5', 'g6e4', 'b8d7', 'a7a5', 'g8h8', 'a7a6', 'b6b5', 'd8e7', 'h7h6', 'g6f5']",1
g6d3,g6,d3,b,N,0,"['g6e4', 'f7f5', 'h7h6', 'g6d3', 'g8h8', 'd8h4', 'h7h5', 'f7f6', 'c6c5', 'a7a5']",1
c6c5,c6,c5,p,,0,"['c6c5', 'g8h8', 'b6b5', 'f7f6', 'a8c8', 'a7a5', 'a8b8', 'a7a6', 'f7f5', 'd8e7']",1
b6c5,b6,c5,p,P,0,"['b6c5', 'a7a5', 'd7e5', 'f7f6', 'g8h8', 'f8e8', 'd7b8', 'a7a6', 'a8c8', 'd8e8']",1
d7c5,d7,c5,n,P,0,"['d8e7', 'd7c5', 'h7h6', 'a8c8', 'g8h8', 'c7a5', 'a7a6', 'f7f6', 'g7g6', 'f8e8']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'd8a5', 'h7h6', 'f7f5', 'g7g6', 'b7b5']",1
g8f6,g8,f6,n,,0,"['e7e6', 'e7e5', 'a7a6', 'a7a5', 'g8f6', 'g7g6', 'c8e6', 'h7h5', 'h7h6', 'c8f5']",1
c8g4,c8,g4,b,,0,"['f6e4', 'd5c4', 'b8d7', 'd8a5', 'a7a6', 'e7e6', 'h7h6', 'd8b6', 'c8e6', 'c8g4']",1
e7e6,e7,e6,p,,0,"['d5c4', 'f6e4', 'd8b6', 'g4f3', 'e7e6', 'g4h5', 'h7h6', 'b8d7', 'h7h5', 'g4f5']",1
f8e7,f8,e7,b,,0,"['b8d7', 'h7h6', 'g4f5', 'g4h5', 'g4f3', 'b7b6', 'f8e7', 'd8a5', 'd8c7', 'd8c8']",1
g4h5,g4,h5,b,,0,"['g4f3', 'g4h5', 'f6e4', 'b7b6', 'e6e5', 'b8d7', 'e8g8', 'g7g6', 'h7h6', 'h7h5']",1
h5g6,h5,g6,b,,0,"['h5g6', 'f6e4', 'h5g4', 'f6g4', 'b8d7', 'b7b6', 'h7h6', 'g7g6', 'e6e5', 'e8g8']",1
b8d7,b8,d7,n,,0,"['g6e4', 'b8d7', 'b7b6', 'f6e4', 'a7a6', 'f6d7', 'e8g8', 'e6e5', 'a7a5', 'b8a6']",1
h7g6,h7,g6,p,N,0,"['h7g6', 'f7g6', 'h7h6', 'd8a5', 'e6e5', 'd7c5', 'd8c7', 'h7h5', 'f6g8', 'a7a6']",1
e6e5,e6,e5,p,,0,"['d8a5', 'e6e5', 'b7b6', 'e8g8', 'f6h7', 'a8c8', 'a7a6', 'f6e4', 'd8c8', 'a8b8']",1
f6h7,f6,h7,n,,0,"['f6h7', 'e8g8', 'a7a5', 'f6g8', 'd7f8', 'b7b6', 'a8c8', 'e5d4', 'f6e4', 'a8b8']",1
d8e7,d8,e7,q,B,0,"['d8e7', 'e8e7', 'e5d4', 'd8b8', 'd8c7', 'h7g5', 'h7f8', 'd8c8', 'a7a6', 'h7f6']",1
e5e4,e5,e4,p,,0,"['e5d4', 'a7a5', 'h7g5', 'e8g8', 'a8d8', 'h7f8', 'e7h4', 'a7a6', 'b7b6', 'h7f6']",1
h7g5,h7,g5,n,,0,"['d7f8', 'h7g5', 'e7h4', 'f7f5', 'h7f8', 'f7f6', 'e8g8', 'a7a5', 'e8f8', 'e7d8']",1
g5e6,g5,e6,n,,0,"['a8d8', 'g5e6', 'a7a6', 'd7f8', 'e8f8', 'e7d8', 'f7f5', 'a8c8', 'e7f6', 'd7f6']",1
e6g5,e6,g5,n,P,0,"['e6g5', 'f7f5', 'e8f8', 'f7f6', 'a7a6', 'a7a5', 'a8b8', 'e8g8', 'a8c8', 'd7b8']",1
g5e6,g5,e6,n,,0,"['g5e6', 'e7f6', 'a7a6', 'e8f8', 'd7f6', 'f7f5', 'g5h7', 'a7a5', 'a8c8', 'a8d8']",1
b7c6,b7,c6,p,P,0,"['b7c6', 'd7f6', 'd7c5', 'd7e5', 'd7b6', 'f7f5', 'e6c5', 'd7b8', 'a8d8', 'd7f8']",1
h8h4,h8,h4,r,P,0,"['g6g5', 'd7f6', 'a8b8', 'e6d8', 'e6g5', 'd7f8', 'a8d8', 'h8h4', 'h8h5', 'e8g8']",1
e7h4,e7,h4,q,R,0,"['e7h4', 'e7f6', 'a8b8', 'e6f8', 'd7f8', 'e6c7', 'e6g5', 'f7f5', 'e7d8', 'a8d8']",1
h4h1,h4,h1,q,,1,"['e6d8', 'h4h1', 'd7b8', 'a8b8', 'e6d4', 'e6g5', 'a8c8', 'a8d8', 'h4h2', 'h4g5']",1
e6g5,e6,g5,n,,0,"['a8c8', 'e6g5', 'e6d8', 'd7b8', 'e6f4', 'a8b8', 'e6c5', 'g6g5', 'e6d4', 'a7a5']",1
h1h2,h1,h2,q,,0,"['a8c8', 'd7b8', 'a8d8', 'h1h2', 'h1g1', 'g5h7', 'g5h3', 'g5e6', 'a8b8', 'h1f3']",1
h2b8,h2,b8,q,,0,"['a8b8', 'h2b8', 'a8d8', 'h2e5', 'e8d8', 'e8e7', 'g5e6', 'f7f5', 'a7a6', 'h2f2']",1
b8c8,b8,c8,q,,0,"['g5e6', 'e8d8', 'b8c8', 'b8d8', 'a7a6', 'g5f3', 'a7a5', 'e8f8', 'f7f5', 'f7f6']",1
e8f8,e8,f8,k,,0,"['c8c7', 'e8e7', 'e8d8', 'e8f8']",1
c8a8,c8,a8,q,Q,0,"['d7b8', 'c8b8', 'd7b6', 'c8a8', 'f8g8', 'd7f6', 'a7a5', 'f8e7', 'd7c5', 'g5f3']",1
g5e6,g5,e6,n,,0,"['a7a6', 'd7c5', 'g5h3', 'g5e6', 'g5f3', 'f8e7', 'f8e8', 'd7f6', 'd7e5', 'd7b8']",1
f8e8,f8,e8,k,,0,"['f8e7', 'd7c5', 'f8e8', 'd7b6', 'e6d4', 'd7b8', 'd7f6', 'e6c7', 'a7a6', 'a7a5']",1
e8d8,e8,d8,k,,0,"['e6c5', 'e8e7', 'e6d4', 'd7f8', 'd7b6', 'e6f8', 'd7c5', 'e6c7', 'g6g5', 'f7f5']",1
e6g5,e6,g5,n,,0,"['e6c5', 'e6f8', 'e6d4', 'f7f5', 'e6c7', 'd7b8', 'e6g5', 'd7f6', 'd7e5', 'd7c5']",1
d8d7,d8,d7,k,B,0,"['d8d7', 'g5h7', 'g5e6', 'a7a6', 'a7a5', 'd8e7', 'f7f5', 'g5f3', 'f7f6', 'g5h3']",1
d7c6,d7,c6,k,,0,"['d7c8', 'd7c6', 'g5f3', 'g5h7', 'd7d8', 'f7f5', 'g5h3', 'f7f6', 'a7a6', 'd7e7']",1
f7f5,f7,f5,p,,0,"['f7f5', 'g5h7', 'g5h3', 'g5e6', 'f7f6', 'g5f3', 'a7a5', 'c6d5', 'a7a6', 'c6d7']",1
g5e6,g5,e6,n,,0,"['g5h3', 'g5f3', 'g5f7', 'g5e6', 'g5h7', 'f5f4', 'a7a6', 'c6d7', 'c6d5']",1
f5f4,f5,f4,p,,0,"['e6c5', 'g6g5', 'e6d4', 'e6g5', 'f5f4', 'e6d8', 'e6f8', 'e6c7', 'c6d7', 'e6f4']",1
g6g5,g6,g5,p,,0,"['g6g5', 'e6f8', 'e6d8', 'e6g5', 'e6c5', 'f4e3', 'e6d4', 'f4f3', 'c6d5', 'e6c7']",1
g5g4,g5,g4,p,,0,"['f4e3', 'c6b5', 'f4f3', 'g7g6', 'g5g4', 'e6d8', 'e6d4', 'e6c5', 'c6d5', 'e6f8']",1
g4g3,g4,g3,p,,0,"['g4g3', 'e6g5', 'e6c5', 'f4f3', 'g7g6', 'e6d8', 'g7g5', 'e6d4', 'f4e3', 'e6f8']",1
g7g5,g7,g5,p,,0,"['g3g2', 'g3f2', 'e6g5', 'e6d4', 'g7g6', 'g7g5', 'e6c5', 'e6c7', 'e6f8', 'e6d8']",1
g5g4,g5,g4,p,,0,"['g3g2', 'f4e3', 'g3f2', 'e6c5', 'e6g7', 'e6d4', 'e6c7', 'g5g4', 'e6d8', 'f4f3']",1
e6c7,e6,c7,n,,0,"['f4e3', 'e6c7', 'e6c5', 'e6d4', 'g3f2', 'e6d8', 'f4f3', 'c6c7', 'c6b7', 'e6g5']",1
c7a8,c7,a8,n,Q,0,['c7a8'],1
g3f2,g3,f2,p,P,0,"['g3f2', 'f4e3', 'f4f3', 'c6d7', 'c6d5', 'g3g2']",1
g4g3,g4,g3,p,,0,"['g4g3', 'c6d5', 'c6d7', 'e4e3', 'f2f1q', 'f2f1r', 'f2f1b', 'f2f1n']",1
c6d5,c6,d5,k,,0,"['c6d5', 'c6d7', 'f2f1q', 'e4e3', 'f2f1b', 'g3g2', 'f2f1r', 'f2f1n']",1
e4e3,e4,e3,p,,0,"['d5d4', 'd5c4', 'd5c6', 'f2f1n', 'f2f1b', 'f2f1r', 'f2f1q', 'e4e3', 'g3g2']",1
g3g2,g3,g2,p,,0,"['d5e4', 'g3g2', 'd5e6', 'd5d4', 'd5c6', 'f2f1q', 'f2f1r', 'f2f1b', 'f2f1n', 'd5c4']",1
c7c6,c7,c6,p,,0,"['d7d5', 'a7a6', 'c7c5', 'g7g6', 'g8f6', 'd7d6', 'b8c6', 'e7e6', 'c7c6', 'b7b6']",1
d7d5,d7,d5,p,,0,"['g8f6', 'd7d5', 'a7a6', 'b7b5', 'e7e6', 'd7d6', 'g7g6', 'h7h6', 'f7f5', 'c6c5']",1
g8f6,g8,f6,n,,0,"['g8f6', 'e7e6', 'g7g6', 'h7h6', 'b8d7', 'c8e6', 'd8b6', 'a7a6', 'c8g4', 'g8h6']",1
c8g4,c8,g4,b,,0,"['e7e6', 'b8d7', 'a7a6', 'c8f5', 'c8g4', 'h7h6', 'g7g6', 'a7a5', 'c8e6', 'f6e4']",1
c6d5,c6,d5,p,P,0,"['c6d5', 'g4f3', 'f6d5', 'g4h5', 'd8a5', 'a7a6', 'g7g6', 'g4f5', 'h7h6', 'd8d7']",1
b8c6,b8,c6,n,,0,"['g4d7', 'b8c6', 'd8d7', 'b8d7', 'b7b5', 'f6d7']",1
g4d7,g4,d7,b,,0,"['g4d7', 'd5d4', 'h7h5', 'g4c8', 'd8c8', 'g4f5', 'g4e6', 'f6d7', 'g7g6', 'd8d6']",1
d8d7,d8,d7,q,N,0,"['e8d7', 'd8d7', 'f6d7', 'd5d4', 'e7e6', 'f6g4', 'a8c8', 'e7e5', 'f6h5', 'f6e4']",1
e7e6,e7,e6,p,,0,"['a8c8', 'e7e6', 'a8b8', 'd7c7', 'g7g6', 'h7h5', 'a7a5', 'd7d8', 'e7e5', 'a8d8']",1
f8d6,f8,d6,b,,0,"['f8d6', 'a7a6', 'a8c8', 'h7h5', 'h7h6', 'g7g6', 'a8b8', 'a8d8', 'd7c7', 'f8e7']",1
e8g8,e8,g8,k,,0,"['d6e7', 'e8g8', 'e6e5', 'd7d8', 'a7a6', 'a8c8', 'h7h5', 'g7g6', 'd7e7', 'h7h6']",1
e6e5,e6,e5,p,,0,"['a7a6', 'e6e5', 'f8e8', 'f8c8', 'a8c8', 'h7h6', 'f8d8', 'g7g6', 'd7e7', 'd7d8']",1
d6e5,d6,e5,b,P,0,"['c6e5', 'd6e5', 'd5d4', 'c6b4', 'b7b5', 'f8d8', 'f8e8', 'f6e4', 'f6h5', 'c6d4']",1
d5d4,d5,d4,p,,0,"['f8e8', 'd5d4', 'd7e7', 'a7a6', 'a8d8', 'f8d8', 'f8b8', 'a8e8', 'a8c8', 'a8b8']",1
e5d4,e5,d4,b,P,0,"['e5d4', 'f8e8', 'a8d8', 'f8d8', 'a8e8', 'd7d4', 'c6d4', 'f6h5', 'a8c8', 'a7a6']",1
a8d8,a8,d8,r,,0,"['d4f2', 'b7b5', 'f8e8', 'a8e8', 'd7e6', 'd7e7', 'd4c3', 'd7e8', 'a7a6', 'd7d8']",1
d7c7,d7,c7,q,,0,"['d4f2', 'f8e8', 'd7e6', 'd7e7', 'd7c7', 'd7e8', 'd7c8', 'a7a6', 'h7h6', 'd7d6']",1
c7b6,c7,b6,q,,0,"['c7e5', 'c7c8', 'c7b8', 'c7b6', 'c7e7', 'c7d7', 'd4b2', 'c7d6', 'f6d5', 'f6e8']",1
c6d4,c6,d4,n,N,0,"['d8d4', 'b6d4', 'c6d4', 'd8d6', 'd8b8', 'f8e8', 'b6c5', 'd8c8', 'g8h8', 'c6b8']",1
d4e2,d4,e2,n,,1,"['d4e2', 'b6c6', 'g7g6', 'd8d5', 'd4e6', 'a7a5', 'h7h6', 'f6e4', 'h7h5', 'f6h5']",1
c7c6,c7,c6,p,,0,"['d7d5', 'g7g6', 'g8f6', 'e7e6', 'b7b6', 'd7d6', 'c7c5', 'b8c6', 'c7c6', 'a7a6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'a7a6', 'a7a5', 'g8f6', 'e7e6', 'h7h6', 'h7h5', 'c6c5', 'd7d6', 'g8h6']",1
g8f6,g8,f6,n,,0,"['g8f6', 'c8f5', 'a7a6', 'c8d7', 'h7h5', 'e7e6', 'h7h6', 'c8e6', 'b8d7', 'd8d7']",1
c8g4,c8,g4,b,,0,"['c8f5', 'h7h6', 'g7g6', 'a7a6', 'a7a5', 'c8g4', 'b7b5', 'e7e6', 'f6g4', 'd8c7']",1
e7e6,e7,e6,p,,0,"['g4f3', 'g4h5', 'h7h5', 'h7h6', 'b8d7', 'e7e6', 'g7g6', 'a7a5', 'd8b6', 'd8d7']",1
f8d6,f8,d6,b,,0,"['b8d7', 'f8b4', 'f8c5', 'f8e7', 'g4f3', 'g4h5', 'f8d6', 'h7h6', 'a7a5', 'f6g8']",1
g4h5,g4,h5,b,,0,"['g4h5', 'g4f5', 'g4f3', 'h7h5', 'b8d7', 'd8c7', 'a7a5', 'd8e7', 'h7h6', 'b7b6']",1
d6c7,d6,c7,b,,0,"['h7h6', 'd8e7', 'e8g8', 'b8d7', 'a7a5', 'h5f3', 'a7a6', 'd6c7', 'd8a5', 'b8a6']",1
e6d5,e6,d5,p,P,0,"['c6d5', 'h5f3', 'e6d5', 'f6d5', 'e6e5', 'd8d5', 'd8e7', 'e8g8', 'a7a5', 'h5g6']",1
d8d6,d8,d6,q,,0,"['e8g8', 'd8e7', 'f6e4', 'b8d7', 'h7h6', 'c7d6', 'a7a5', 'g7g6', 'a7a6', 'd8d7']",1
f6e4,f6,e4,n,,0,"['g7g5', 'e8g8', 'd6e7', 'h5g6', 'd6e6', 'b8d7', 'd6d8', 'a7a5', 'c7a5', 'c7d8']",1
d5e4,d5,e4,p,N,0,"['d5e4', 'd6e7', 'd6g6', 'd6e6', 'd6h6', 'd6d8', 'd6f8', 'd6d7', 'd6b4', 'h5f3']",1
h5e2,h5,e2,b,B,0,"['h5g6', 'h5e2', 'h5f3', 'g7g6', 'f7f6', 'd6e5', 'e8g8', 'd6e6', 'b8d7', 'd6d5']",1
b8d7,b8,d7,n,,0,"['a7a6', 'b8d7', 'e8g8', 'd6e6', 'd6d5', 'h7h5', 'b8a6', 'f7f5', 'f7f6', 'g7g6']",1
f7f6,f7,f6,p,,0,"['d7f6', 'h7h5', 'd6d5', 'f7f5', 'd6e6', 'f7f6', 'd6h6', 'e8g8', 'g7g6', 'd6e7']",1
d6d7,d6,d7,q,N,0,"['d6d7', 'e8d7', 'e8c8', 'h7h5', 'a8d8', 'g7g5', 'e8e7', 'f6f5', 'g7g6', 'h7h6']",1
d7g4,d7,g4,q,Q,0,"['f6f5', 'e8c8', 'd7e7', 'd7g4', 'e8d8', 'h7h5', 'd7d5', 'g7g6', 'd7f7', 'd7d6']",1
h7h5,h7,h5,p,,0,"['h7h5', 'e8c8', 'e8f7', 'e8d7', 'e8e7', 'a7a6', 'h7h6', 'a8d8', 'e8f8', 'a7a5']",1
h8h5,h8,h5,r,P,0,"['h8h5', 'f6f5', 'e8f8', 'e8g8', 'e8f7', 'e8d8', 'c6c5', 'c7d8', 'c7a5', 'h8f8']",1
h5g5,h5,g5,r,,0,"['e8f7', 'e8d7', 'e8e7', 'e8c8', 'a8b8', 'a8c8', 'h5g5', 'h5d5', 'h5b5', 'f6f5']",1
e8f7,e8,f7,k,,0,"['e8d7', 'c7b8', 'e8c8', 'e8f7', 'a8d8', 'e8e7', 'a8c8', 'c7d8', 'a8b8', 'c7g3']",1
a8e8,a8,e8,r,,0,"['a8e8', 'c7d6', 'f6f5', 'a7a5', 'a7a6', 'a8c8', 'g5d5', 'a8g8', 'a8b8', 'a8f8']",1
f6f5,f6,f5,p,,0,"['g5a5', 'g5b5', 'c7d6', 'a7a6', 'f7g6', 'g5d5', 'c7b8', 'g5f5', 'c6c5', 'c7d8']",1
f5f4,f5,f4,p,,0,"['f5f4', 'g5g6', 'c7d8', 'a7a5', 'e8f8', 'e8d8', 'c7d6', 'e8a8', 'e8e6', 'e8g8']",1
c7f4,c7,f4,b,P,0,"['c7f4', 'g5d5', 'g5g6', 'g5g4', 'g5g3', 'e4e3', 'c6c5', 'g5b5', 'g5a5', 'c7e5']",1
f4d6,f4,d6,b,,0,"['f4d2', 'f4d6', 'f4b8', 'f4c7', 'f4g3', 'g5a5', 'f7g6', 'e4e3', 'f4e3', 'a7a6']",1
e8e6,e8,e6,r,,0,"['g5a5', 'e4e3', 'd6e7', 'g5d5', 'g5f5', 'a7a5', 'a7a6', 'd6b4', 'd6f8', 'f7g6']",1
a7a5,a7,a5,p,,0,"['g5a5', 'g5f5', 'e6f6', 'g5d5', 'd6e7', 'd6f8', 'd6b4', 'f7g8', 'f7e8', 'c6c5']",1
a5a4,a5,a4,p,,0,"['g5f5', 'a5a4', 'd6g3', 'g5b5', 'd6e7', 'e6e7', 'g5g6', 'e6e8', 'b7b5', 'f7e7']",1
e6f6,e6,f6,r,,0,"['e6e4', 'g5b5', 'a4b3', 'g5f5', 'g5a5', 'b7b5', 'e6f6', 'e6g6', 'd6e7', 'a4a3']",1
g5a5,g5,a5,r,,0,"['d6g3', 'g5a5', 'b7b5', 'g5f5', 'd6b8', 'f6g6', 'b7b6', 'f7f8', 'f7g6', 'f6e6']",1
f6g6,f6,g6,r,,0,"['c6d5', 'd6c5', 'f6g6', 'f6f5', 'b7b5', 'f6h6', 'd6g3', 'f6f2', 'd6f8', 'd6a3']",1
b7c6,b7,c6,p,P,0,"['b7b6', 'd6c5', 'b7c6', 'd6g3', 'd6a3', 'd6c7', 'b7b5', 'a5d5', 'a5a7', 'a5f5']",1
d6c5,d6,c5,b,,1,"['a5c5', 'a5a7', 'g6g5', 'a5a6', 'g6h6', 'a5a8', 'd6e7', 'f7g8', 'd6c7', 'a5d5']",1
g6f6,g6,f6,r,,1,"['c5d6', 'c5f8', 'g6h6', 'g6d6', 'c5b6', 'f7g8', 'f7f8', 'a5a8', 'a5a7', 'c5a7']",1
a5a8,a5,a8,r,,0,"['f6f4', 'c5d6', 'c5b6', 'f7g8', 'c5f2', 'c5d4', 'c5e7', 'c5f8', 'a5a8', 'c5e3']",1
g7f6,g7,f6,p,B,0,"['g7f6', 'c5d6', 'c5a3', 'g7g5', 'c5f8', 'f7g8', 'c5f2', 'f7g6', 'c5a7', 'c5b6']",1
c5b6,c5,b6,b,,0,"['c5d6', 'c5d4', 'a8d8', 'c5e7', 'c5f8', 'c5f2', 'c5e3', 'c5b4', 'c5b6', 'a8b8']",1
b6a5,b6,a5,b,P,0,"['b6d4', 'b6a7', 'b6a5', 'b6c7', 'b6d8', 'b6c5', 'f7g6', 'b6e3', 'a8d8', 'a8b8']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'd8a5', 'h7h6', 'f7f5', 'g7g6', 'b7b5']",1
c6d5,c6,d5,p,P,0,"['c6d5', 'c8f5', 'd8a5', 'g7g6', 'g8f6', 'd8d5', 'a7a5', 'h7h6', 'a7a6', 'c8g4']",1
g8f6,g8,f6,n,,0,"['a7a6', 'e7e6', 'g8f6', 'c8d7', 'c8f5', 'b8c6', 'h7h6', 'c8e6', 'a7a5', 'd8a5']",1
b8c6,b8,c6,n,,0,"['c8f5', 'b8c6', 'c8d7', 'h7h6', 'g7g6', 'd8d6', 'd8c7', 'a7a6', 'c8g4', 'd8b6']",1
c8g4,c8,g4,b,,0,"['h7h5', 'c8g4', 'c8f5', 'g7g6', 'h7h6', 'e7e6', 'e7e5', 'a8b8', 'd8a5', 'a7a6']",1
e7e6,e7,e6,p,,0,"['a8c8', 'e7e6', 'h7h5', 'h7h6', 'd8d7', 'd8b6', 'g4f5', 'd8c7', 'g4d7', 'e7e5']",1
f8d6,f8,d6,b,,0,"['h7h5', 'a7a6', 'g4f5', 'f8d6', 'd8b6', 'g4h5', 'a7a5', 'h7h6', 'f8e7', 'a8c8']",1
h7h5,h7,h5,p,,0,"['e8g8', 'g4h5', 'a8c8', 'd8d7', 'h7h6', 'd8c7', 'a7a6', 'd8b6', 'g4f5', 'd6c7']",1
d8c7,d8,c7,q,,0,"['d8d7', 'g4f5', 'd8b6', 'g4e2', 'd6e7', 'e8g8', 'd8a5', 'e6e5', 'd6b8', 'd6b4']",1
d5e4,d5,e4,p,P,0,"['d5e4', 'f6e4', 'g4e2', 'a8d8', 'e8g8', 'c7d7', 'f6g8', 'e8c8', 'e6e5', 'c7b6']",1
f6e4,f6,e4,n,N,0,"['e8g8', 'f6e4', 'd6e7', 'f6d5', 'c7e7', 'e8c8', 'a8d8', 'a7a6', 'g4e2', 'e6e5']",1
e8c8,e8,c8,k,,0,"['e8g8', 'a7a5', 'a8d8', 'c6e7', 'a7a6', 'g7g6', 'f7f5', 'g4e2', 'e8c8', 'c7d7']",1
c8b8,c8,b8,k,,0,"['c6b4', 'g4e2', 'c6e7', 'c8b8', 'f7f5', 'c6a5', 'e6e5', 'd8d7', 'f7f6', 'g7g6']",1
g4e2,g4,e2,b,N,0,"['d6f4', 'g4e2', 'c6d4', 'd8c8', 'd8d7', 'h8e8', 'c7d7', 'c6e7', 'g7g6', 'a7a6']",1
d8d6,d8,d6,r,B,0,"['d8d6', 'c7d6', 'd8d7', 'd8c8', 'e2d3', 'b8a8', 'f7f5', 'e2f1', 'b8c8', 'e2f3']",1
e2f1,e2,f1,b,R,0,"['e2f1', 'e2b5', 'e2a6', 'e2f3', 'e2g4', 'd6c6', 'e2c4', 'g7g6', 'a7a6', 'a7a5']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'e7e6', 'a7a5', 'a7a6', 'h7h6', 'b7b5', 'd7d6', 'g7g6', 'g8h6']",1
g8f6,g8,f6,n,,0,"['d5e4', 'g8f6', 'g7g6', 'e7e6', 'h7h6', 'd8d7', 'a7a6', 'f7f6', 'd8d6', 'h7h5']",1
f6d7,f6,d7,n,,0,"['f6d7', 'f6e4', 'f6g8', 'f6g4', 'c8g4', 'b8d7', 'c8f5', 'c6c5', 'h7h5', 'h8g8']",1
e7e6,e7,e6,p,,0,"['a7a5', 'e7e6', 'g7g6', 'd7b6', 'h7h5', 'f7f6', 'a7a6', 'b8a6', 'd8b6', 'b7b6']",1
b7b6,b7,b6,p,,0,"['a7a5', 'd8c7', 'd8e7', 'b7b5', 'b7b6', 'g7g6', 'a7a6', 'd7b6', 'f7f6', 'f8e7']",1
c6c5,c6,c5,p,,0,"['d8c7', 'c6c5', 'd8h4', 'c8a6', 'h7h6', 'f8e7', 'a7a5', 'a7a6', 'g7g6', 'c8b7']",1
b6c5,b6,c5,p,P,0,"['d8c7', 'b6c5', 'b8c6', 'c8a6', 'h7h6', 'c8b7', 'a7a6', 'h7h5', 'a7a5', 'f8e7']",1
b8c6,b8,c6,n,,0,"['d8a5', 'c5d4', 'f8e7', 'b8c6', 'c8a6', 'd8h4', 'b8a6', 'g7g6', 'a7a6', 'c5c4']",1
f8c5,f8,c5,b,P,0,"['d8a5', 'a8b8', 'd8h4', 'd7c5', 'h7h5', 'f8e7', 'f8c5', 'g7g6', 'a7a6', 'h7h6']",1
a7a5,a7,a5,p,,0,"['d7b6', 'f7f6', 'a7a6', 'a8b8', 'c5e7', 'a7a5', 'h7h6', 'c6b8', 'c6d4', 'd8a5']",1
c8a6,c8,a6,b,,0,"['e8g8', 'c5e7', 'c8a6', 'a8b8', 'c6a7', 'd8c7', 'h7h6', 'c6e7', 'd5d4', 'c6d4']",1
d7c5,d7,c5,n,N,0,"['d7c5', 'd8b6', 'c6e5', 'c6d4', 'a6c4', 'a6d3', 'e8g8', 'c6a7', 'c6b4', 'd8h4']",1
a8a6,a8,a6,r,B,0,"['a8a6', 'c5a6', 'd8b6', 'a5a4', 'c6d4', 'c6e5', 'h8g8', 'c6a7', 'e8e7', 'e8g8']",1
c5e4,c5,e4,n,,0,"['c5e4', 'd8e7', 'd8b6', 'c5d7', 'a6b6', 'a6a7', 'c5b7', 'd5d4', 'a5a4', 'g7g5']",1
e8g8,e8,g8,k,,0,"['e8g8', 'c6e7', 'a6a8', 'h7h6', 'd8c8', 'a5a4', 'd8a8', 'c6b8', 'e4c3', 'd8c7']",1
a6a8,a6,a8,r,,0,"['d8a8', 'd8c8', 'a6a8', 'a6b6', 'c6b8', 'a6a7', 'd5d4', 'g7g5', 'h7h5', 'c6e5']",1
c6e7,c6,e7,n,,0,"['c6e7', 'a8c8', 'a8b8', 'h7h6', 'a5a4', 'g7g6', 'h7h5', 'd8d7', 'f7f5', 'f8e8']",1
e7f5,e7,f5,n,,0,"['a8c8', 'h7h6', 'f8e8', 'd8d7', 'g7g6', 'a8b8', 'e7f5', 'a5a4', 'h7h5', 'd8c8']",1
