Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,Top_10_Moves,Is_Capture
e3f2,e3,f2,B,,0,"['e3d4', 'd1f3', 'f1e1', 'e3d2', 'e3c1', 'd1c1', 'e3f2', 'd1d2', 'd1e1', 'd1g4']",1
f1f2,f1,f2,R,n,0,"['f1f2', 'g1f2', 'd3h7', 'c3a4', 'd1f3', 'c3d5', 'd1d2', 'd1e2', 'd1h5', 'd1c1']",1
d1f3,d1,f3,Q,,0,"['d3h7', 'd1h5', 'd1e2', 'd1e1', 'd1f1', 'd1f3', 'd1d2', 'g1h1', 'c3a4', 'd1c1']",1
f3f2,f3,f2,Q,b,0,"['f3f2', 'g1f2', 'g1h1', 'g1f1']",1
a1f1,a1,f1,R,,0,"['f2b6', 'd3h7', 'a1b1', 'c3a4', 'a2a3', 'b2b3', 'a1d1', 'a1e1', 'a1f1', 'c3d1']",1
g1h1,g1,h1,K,,0,"['f2h4', 'd3h7', 'c3e2', 'c3a4', 'f4f5', 'f2c5', 'f2e1', 'f2d2', 'f2d4', 'c3b1']",1
f2h4,f2,h4,Q,,0,"['f1d1', 'f1c1', 'f2h4', 'f4f5', 'f2f3', 'd3h7', 'f1e1', 'h2h3', 'g2g4', 'h2h4']",1
f4f5,f4,f5,P,,0,"['f1b1', 'h4e7', 'f4f5', 'h2h3', 'f1d1', 'f1c1', 'a2a4', 'h4f2', 'g2g4', 'd3f5']",1
f5f6,f5,f6,P,,0,"['f5f6', 'g2g4', 'f1f4', 'a2a3', 'c2c4', 'g2g3', 'h2h3', 'h4g3', 'a2a4', 'f1f3']",1
h4g5,h4,g5,Q,,0,"['h4h6', 'c2c3', 'g2g4', 'a2a4', 'h4g3', 'f1f2', 'h1g1', 'h2h3', 'c2c4', 'f1e1']",1
h2h4,h2,h4,P,,0,"['g5h6', 'a2a3', 'g5f4', 'g5h4', 'g5d2', 'h2h3', 'f1f4', 'f1b1', 'h1g1', 'f1f3']",1
h4h5,h4,h5,P,,0,"['h4h5', 'c2c4', 'g5h6', 'a2a3', 'g5g3', 'h1g1', 'c2c3', 'f1f4', 'h1h2', 'd3f5']",1
c2c4,c2,c4,P,,0,"['g5h4', 'h1g1', 'c2c4', 'f1f2', 'h5h6', 'h1h2', 'g5c1', 'a2a4', 'a2a3', 'g5f4']",1
g5g3,g5,g3,Q,,0,"['g5d2', 'g5f4', 'g5c1', 'g5h6', 'g5e5', 'g5g3', 'g5h4', 'd3f5', 'f1e1', 'g5g6']",1
h1g1,h1,g1,K,,0,"['h1g1', 'g3h2', 'g3h3', 'g3h4']",1
c4d5,c4,d5,P,p,0,"['a2a3', 'g3f4', 'g3h2', 'd3b1', 'g3h4', 'd3c2', 'g3e5', 'a2a4', 'g1h1', 'f1b1']",1
a2a3,a2,a3,P,,0,"['g1h1', 'g3h4', 'g3h2', 'g3f2', 'a2a3', 'd3b1', 'g3e5', 'g3f4', 'a2a4', 'd3c2']",1
g3f4,g3,f4,Q,,0,"['g3f2', 'g3h4', 'g3c7', 'g1h1', 'f1c1', 'g3g5', 'a3a4', 'g3f4', 'f1b1', 'g3h2']",1
g2g3,g2,g3,P,,0,"['f4g5', 'd3g6', 'f4b4', 'f4d4', 'f1b1', 'f1c1', 'g2g4', 'f4c1', 'd3f5', 'f4c7']",1
d3g6,d3,g6,B,p,0,"['d3c2', 'd3g6', 'f4g5', 'f1c1', 'g3g4', 'f1b1', 'd3f5', 'f4c1', 'g1h2', 'f4c7']",1
f4f6,f4,f6,Q,r,0,"['f4f6', 'g6h7', 'g6f7', 'g6f5', 'f4f2', 'g1g2', 'g1h1', 'g6d3', 'g3g4', 'g1h2']",1
f1f6,f1,f6,R,q,0,"['f1f6', 'g6h5', 'g6h7', 'g6b1', 'g6f5', 'g6c2', 'f1f4', 'f1f2', 'g6d3', 'g6f7']",1
f6g6,f6,g6,R,p,1,"['f6g6', 'f6c6', 'f6f4', 'g3g4', 'g1f2', 'g1h2', 'g1g2', 'a3a4', 'f6d6', 'f6f1']",1
g6c6,g6,c6,R,b,0,"['g6c6', 'g6g5', 'g6h6', 'g6d6', 'g6g4', 'g6g8', 'g1g2', 'g6f6', 'g6g7', 'g1f2']",1
c6c7,c6,c7,R,,1,"['c6a6', 'c6d6', 'g1f2', 'c6c7', 'c6h6', 'a3a4', 'c6c5', 'g1h2', 'c6c8', 'c6c1']",1
c7a7,c7,a7,R,p,0,"['c7a7', 'g1f2', 'a3a4', 'c7h7', 'g1g2', 'c7d7', 'g1f1', 'c7c6', 'c7c5', 'g1h1']",1
a7d7,a7,d7,R,,0,"['a7d7', 'g1f2', 'g1f1', 'a7a6', 'a7h7', 'a7a8', 'a7a4', 'a3a4', 'g1g2', 'a7c7']",1
g1f2,g1,f2,K,,0,"['g1f2', 'g1g2', 'g1f1', 'a3a4', 'd7h7', 'd7d8', 'd7d6', 'd7d5', 'd7a7', 'd7b7']",1
f2f3,f2,f3,K,,0,"['d7e7', 'd7d8', 'd7h7', 'f2f1', 'f2g1', 'a3a4', 'f2g2', 'd7f7', 'd7b7', 'f2f3']",1
f3f2,f3,f2,K,,0,"['f3f2', 'f3g2']",1
d7e7,d7,e7,R,,1,"['d7g7', 'd7e7', 'd7h7', 'd7d8', 'd7f7', 'd7c7', 'f2g2', 'f2e1', 'f2e2', 'f2g1']",1
f2e2,f2,e2,K,,0,"['e7h7', 'e7d7', 'e7e1', 'e7e8', 'e7c7', 'e7b7', 'e7f7', 'e7g7', 'e7e2', 'f2e2']",1
e2d2,e2,d2,K,,0,"['e7c7', 'e7g7', 'e2f2', 'e7e8', 'e7e6', 'e7f7', 'e2d2', 'e7h7', 'e7d7', 'e7b7']",1
d2c1,d2,c1,K,,0,"['d2d1', 'd2c1', 'd2e1']",1
c1b1,c1,b1,K,,0,"['e7h7', 'e7d7', 'e7e5', 'e7f7', 'e7e6', 'e7b7', 'e7e8', 'c1b1', 'e7g7', 'e7c7']",1
e7e1,e7,e1,R,,0,"['e7e5', 'e7h7', 'e7b7', 'e7a7', 'e7g7', 'e7f7', 'e7e1', 'e7d7', 'e7c7', 'b1c1']",1
e1d1,e1,d1,R,,1,"['e1h1', 'b1b2', 'e1d1', 'e1e5', 'b1c1', 'b1a1', 'b1a2', 'e1e7', 'e1c1', 'e1g1']",1
d1h1,d1,h1,R,,0,"['d1h1', 'd1e1', 'b1c2', 'b1b2', 'd1d2', 'b1c1', 'd1f1', 'b1a2', 'b1a1', 'd1g1']",1
h1e1,h1,e1,R,,0,"['h1h5', 'b1c2', 'h1h4', 'b1c1', 'h1h2', 'b1b2', 'b1a2', 'b1a1', 'h1f1', 'h1e1']",1
e1c1,e1,c1,R,,0,"['b1c1', 'e1h1', 'b1c2', 'e1e8', 'b1b2', 'e1c1', 'e1e7', 'e1d1', 'e1f1', 'e1g1']",1
b1b2,b1,b2,K,,0,"['c1h1', 'b1a2', 'b1c2', 'c1e1', 'c1c5', 'b1b2', 'c1f1', 'c1c8', 'c1c7', 'c1d1']",1
c1a1,c1,a1,R,,0,"['b2c2', 'c1f1', 'c1d1', 'c1a1', 'c1e1', 'c1b1', 'b2a1', 'c1h1', 'b2a3', 'b2b3']",1
b2b1,b2,b1,K,,0,"['b2b3', 'b2a3', 'b2b1', 'b2c1']",1
a1a2,a1,a2,R,,0,"['a1a5', 'a1a4', 'a1a3', 'b1c1', 'a1a7', 'a1a2', 'a1a6', 'a1a8']",1
e2e4,e2,e4,P,,0,"['d2d4', 'c2c4', 'f2f4', 'e2e3', 'g2g3', 'g1f3', 'e2e4', 'b2b3', 'd2d3', 'a2a3']",1
b1c3,b1,c3,N,,0,"['g1f3', 'b1c3', 'f1c4', 'h2h3', 'f1e2', 'f1d3', 'd2d4', 'd1h5', 'c2c4', 'a2a3']",1
g1f3,g1,f3,N,,0,"['d2d4', 'f1c4', 'a2a3', 'f2f4', 'g2g3', 'h2h3', 'g1f3', 'g1e2', 'f1e2', 'd2d3']",1
f3e5,f3,e5,N,p,0,"['a2a3', 'f1b5', 'd2d4', 'h2h3', 'f1e2', 'f1d3', 'd2d3', 'g2g3', 'a2a4', 'h2h4']",1
d2d4,d2,d4,P,,0,"['d2d4', 'h2h4', 'a2a4', 'f2f3', 'a2a3', 'f2f4', 'f1e2', 'h2h3', 'd1e2', 'f1b5']",1
e4e5,e4,e5,P,,0,"['e4e5', 'f1c4', 'h2h4', 'f2f4', 'd1f3', 'f1d3', 'c1g5', 'd1d3', 'c1e3', 'f1e2']",1
f1c4,f1,c4,B,,0,"['h2h4', 'f2f4', 'f1c4', 'd1h5', 'f1d3', 'f1b5', 'a2a3', 'g2g3', 'c1d2', 'f1e2']",1
e5d6,e5,d6,P,,0,"['c4d5', 'c3d5', 'e5d6', 'c4d3', 'c4b3', 'c4b5', 'c4e2', 'c4f1', 'c1g5', 'h2h4']",1
e1g1,e1,g1,K,,0,"['e1g1', 'f2f4', 'h2h4', 'd1e2', 'c3b5', 'c1d2', 'a2a3', 'a2a4', 'c3e4', 'f2f3']",1
c1g5,c1,g5,B,,0,"['h2h4', 'f1e1', 'c3e4', 'c4b3', 'c1g5', 'd1h5', 'd1d2', 'a2a3', 'a2a4', 'g2g3']",1
f1e1,f1,e1,R,,0,"['f2f4', 'f1e1', 'c3e4', 'd1h5', 'c4d3', 'c3b5', 'c4b3', 'd1d3', 'c3d5', 'g2g3']",1
a2a4,a2,a4,P,,0,"['c3d5', 'c3e4', 'd1h5', 'c4b3', 'g2g3', 'b2b3', 'h2h4', 'h2h3', 'd1f3', 'd1d2']",1
d1f3,d1,f3,Q,,0,"['g2g4', 'c3d5', 'd1f3', 'c3e4', 'c4b3', 'h2h4', 'd1h5', 'c4d3', 'c4a2', 'g2g3']",1
h2h4,h2,h4,P,,0,"['g5c1', 'g5e3', 'f3b7', 'c3e4', 'h2h4', 'c4a2', 'g2g4', 'g5e7', 'c4d3', 'g5d2']",1
g5d2,g5,d2,B,,0,"['g5c1', 'g5e3', 'g5d2', 'h4h5', 'g2g4', 'c3d5', 'g5h6', 'c3e4', 'c4d3', 'c4e6']",1
h4h5,h4,h5,P,,0,"['h4h5', 'g2g3', 'b2b3', 'f3b7', 'c3e2', 'b2b4', 'a4a5', 'c3e4', 'c3d1', 'a1d1']",1
f3e2,f3,e2,Q,,0,"['f3d1', 'f3b7', 'f3e2', 'f3e3', 'f3e4', 'c4e2', 'c4d5', 'f3f4', 'f3d5', 'c3e4']",1
f2f3,f2,f3,P,,0,"['e2e4', 'e2e3', 'c4e6', 'f2f3', 'e2f1', 'e2d3', 'g1f1', 'e2d1', 'd2f4', 'f2f4']",1
c4e6,c4,e6,B,,0,"['e2e4', 'c4e6', 'c3e4', 'e2f2', 'a1d1', 'd2e3', 'a4a5', 'e2f1', 'g2g4', 'e2d3']",1
d4d5,d4,d5,P,,0,"['e2f2', 'd2e3', 'c3e4', 'a4a5', 'b2b3', 'e2d3', 'g1f2', 'e2e4', 'c3d1', 'd4d5']",1
e2e4,e2,e4,Q,,0,"['c3e4', 'e2f2', 'e2c4', 'g2g4', 'g1f2', 'e2e4', 'g1f1', 'e2d3', 'b2b4', 'e2f1']",1
g2g4,g2,g4,P,,0,"['e4d4', 'e4c4', 'g1f2', 'g2g4', 'e4e2', 'a4a5', 'd2e3', 'a1d1', 'e4e3', 'c3a2']",1
f3g4,f3,g4,P,b,0,"['f3g4', 'e4g4', 'e6g4', 'e4d4', 'c3b5', 'e4d3', 'f3f4', 'e4g6', 'g1f2', 'e4c4']",1
e1e2,e1,e2,R,,0,"['g1h1', 'a1d1', 'e4h1', 'g1f1', 'a4a5', 'g1g2', 'd2e3', 'e1e3', 'a1c1', 'g1f2']",1
c3d5,c3,d5,N,p,0,"['c3d5', 'e4h1', 'e6d5', 'e4g2', 'e4f3', 'e4d3', 'e4d4', 'e4e3', 'e4d5', 'e4f5']",1
e6d5,e6,d5,B,n,0,"['e4d5', 'e6d5', 'e6f5', 'g1f2', 'c2c4', 'd2e3', 'a1e1', 'g1f1', 'e4h1', 'e6g8']",1
e2e4,e2,e4,R,q,0,"['d5e4', 'e2e4', 'd2e3', 'e2g2', 'e2f2', 'e2e3', 'a1e1', 'c2c4', 'd2c3', 'a4a5']",1
a1e1,a1,e1,R,,0,"['d5b7', 'e4e8', 'a4a5', 'g1f1', 'a1d1', 'b2b4', 'g1h1', 'd2e3', 'd2a5', 'd2e1']",1
e1e4,e1,e4,R,r,0,"['e1e4', 'd5e4', 'd5b7', 'g4g5', 'g1f2', 'b2b4', 'g1h1', 'd5e6', 'g1f1', 'd2b4']",1
b2b3,b2,b3,P,,0,"['d5b7', 'd2e1', 'd2e3', 'd2b4', 'd2a5', 'd2c1', 'd2c3', 'b2b4', 'g1g2', 'b2b3']",1
c2c4,c2,c4,P,,0,"['c2c4', 'e4c4', 'd5b7', 'd5f7', 'e4b4', 'd2c3', 'd5e6', 'd2a5', 'g4g5', 'd2f4']",1
g4g5,g4,g5,P,,0,"['g1f2', 'g1g2', 'd2a5', 'd2b4', 'd2e3', 'e4e2', 'g4g5', 'g1h1', 'a4b5', 'g1f1']",1
b3c4,b3,c4,P,p,0,"['e4c4', 'b3c4', 'g5f6', 'd2e1', 'd2a5', 'd5f7', 'd5e6', 'd5c4', 'e4e5', 'd2c3']",1
g5f6,g5,f6,P,p,0,"['d2a5', 'g5f6', 'g5g6', 'd2f4', 'd2c3', 'd2b4', 'a4a5', 'd2e3', 'd2c1', 'd2e1']",1
d2e3,d2,e3,B,,0,"['d2a5', 'd2h6', 'd2f4', 'd2c3', 'g1f1', 'e4g4', 'd2g5', 'd2e3', 'd2e1', 'g1f2']",1
c4d5,c4,d5,P,n,0,"['c4d5', 'e3d4', 'e3f4', 'e3g5', 'e3h6', 'e3b6', 'g1g2', 'g1f2', 'g1f1', 'g1h1']",1
g1f2,g1,f2,K,,0,"['g1f2', 'e4c4', 'e3h6', 'g1g2', 'g1f1', 'e4h4', 'e4b4', 'e3f2', 'e3b6', 'e4g4']",1
e4b4,e4,b4,R,,0,"['e4g4', 'e4h4', 'f2e2', 'e4c4', 'f2g2', 'e4b4', 'f2f3', 'e3f4', 'f2g1', 'f2f1']",1
b4b6,b4,b6,R,,0,"['b4b6', 'b4b7', 'b4h4', 'f2g2', 'f2f3', 'f2e2', 'e3b6', 'e3f4', 'b4e4', 'b4g4']",1
b6a6,b6,a6,R,p,0,"['b6a6', 'b6b4', 'f2f1', 'f2f3', 'f2g1', 'f2g2', 'f2e2', 'b6c6', 'b6e6', 'b6b3']",1
a6a8,a6,a8,R,,0,"['a6b6', 'a6a8', 'f2g2', 'a4a5', 'a6c6', 'f2g1', 'f2f3', 'a6e6', 'e3b6', 'f2f1']",1
a8g8,a8,g8,R,,1,"['e3d4', 'a8b8', 'f2f3', 'a8e8', 'a8h8', 'a4a5', 'a8c8', 'a8g8', 'a8a6', 'f2e2']",1
g8g3,g8,g3,R,,0,"['g8g3', 'g8c8', 'g8b8', 'g8h8', 'g8g2', 'g8g1', 'e3d4', 'g8a8', 'f2f3', 'g8g5']",1
g3e3,g3,e3,R,b,0,"['g3e3', 'f2e3', 'f2e2', 'f2f1', 'f2e1', 'f2g2', 'f2f3']",1
f2g3,f2,g3,K,,0,"['f2g2', 'f2e1', 'f2g3', 'f2g1', 'f2e2', 'e3f3']",1
g3h4,g3,h4,K,,0,"['g3h3', 'g3h2', 'g3f3', 'g3f2', 'g3f4', 'g3h4']",1
e3e4,e3,e4,R,,0,"['e3g3', 'h4h3', 'e3a3', 'e3e6', 'e3c3', 'e3e1', 'e3e8', 'e3d3', 'e3b3', 'e3e2']",1
e4b4,e4,b4,R,,0,"['h4g3', 'e4d4', 'e4c4', 'e4e1', 'e4f4', 'h4h3', 'e4b4', 'e4e2', 'e4e3', 'e4e8']",1
b4b6,b4,b6,R,,1,"['h4g3', 'h4h3', 'b4c4', 'b4b6', 'b4b5', 'b4f4', 'b4d4', 'b4b3', 'b4b8', 'b4b1']",1
b6b4,b6,b4,R,,0,"['h4g5', 'b6b2', 'b6b3', 'b6b8', 'b6b1', 'h4h5', 'b6b4', 'b6b7', 'b6c6', 'h4g3']",1
h4h5,h4,h5,K,p,0,"['b4b8', 'h4h5', 'b4b7', 'b4b6', 'b4b3', 'b4d4', 'h4g3', 'b4b1', 'b4b2', 'b4f4']",1
h5g4,h5,g4,K,,0,"['h5h4', 'h5g4', 'h5h6', 'b4b5']",1
g4f3,g4,f3,K,,0,"['b4b6', 'g4f3', 'b4b5', 'b4c4', 'b4b8', 'b4b2', 'b4b7', 'a4a5', 'b4f4', 'b4b1']",1
b4b5,b4,b5,R,,0,"['b4b1', 'b4b6', 'b4b5', 'b4b3', 'b4b8', 'f3f2', 'a4a5', 'f3e2', 'b4b2', 'f3g4']",1
a4b5,a4,b5,P,r,0,"['a4b5', 'f3g2', 'f3e4', 'f3f2', 'f3e2', 'f3g4', 'a4a5', 'f3f4']",1
f3f4,f3,f4,K,p,0,"['f3f4', 'f3e2', 'f3g2', 'f3g4', 'f3f2', 'b5b6']",1
b5b6,b5,b6,P,,0,"['f4f5', 'b5b6', 'f4g5', 'f4e5', 'f4g4', 'f4e4', 'f4e3', 'f4f3', 'f4g3']",1
e2e3,e2,e3,P,,0,"['d2d4', 'c2c4', 'f2f4', 'e2e3', 'g2g3', 'g1f3', 'e2e4', 'b2b3', 'd2d3', 'a2a3']",1
d2d4,d2,d4,P,,0,"['c2c4', 'g1f3', 'd2d4', 'a2a3', 'f1e2', 'g1e2', 'b2b3', 'h2h3', 'c2c3', 'f1b5']",1
g1f3,g1,f3,N,,0,"['d1f3', 'b2b3', 'h2h3', 'c2c4', 'g1f3', 'a2a3', 'f1d3', 'f1e2', 'b1d2', 'a2a4']",1
f1d3,f1,d3,B,,0,"['b2b3', 'b1d2', 'g2g3', 'f1d3', 'a2a3', 'f1e2', 'c2c4', 'h2h3', 'a2a4', 'c2c3']",1
d3e2,d3,e2,B,,0,"['c2c4', 'b1c3', 'b2b4', 'd1e2', 'b2b3', 'a2a3', 'b1d2', 'g2g3', 'c2c3', 'e1g1']",1
e1g1,e1,g1,K,,0,"['b2b4', 'e1g1', 'b2b3', 'h2h3', 'a2a4', 'e2b5', 'c2c3', 'c2c4', 'a2a3', 'e2d3']",1
c2c4,c2,c4,P,,0,"['c2c4', 'a2a4', 'b2b4', 'c2c3', 'a2a3', 'e2d3', 'b1a3', 'b1c3', 'h2h3', 'd1e1']",1
b1c3,b1,c3,N,,0,"['b1c3', 'a2a3', 'a2a4', 'd4d5', 'b2b3', 'f3g5', 'b2b4', 'h2h3', 'd1c2', 'b1d2']",1
a2a4,a2,a4,P,,0,"['b2b3', 'f3g5', 'b2b4', 'd4d5', 'd1c2', 'a2a4', 'h2h3', 'f3d2', 'c1d2', 'f1e1']",1
d4d5,d4,d5,P,,0,"['a4a5', 'b2b3', 'h2h3', 'd4d5', 'b2b4', 'd1c2', 'a1a3', 'f3d2', 'a1a2', 'f1e1']",1
h2h4,h2,h4,P,,0,"['e3e4', 'd1c2', 'h2h3', 'b2b3', 'g1h1', 'a1a2', 'a1a3', 'c1d2', 'a1b1', 'f3d2']",1
f3g5,f3,g5,N,,0,"['d1c2', 'b2b3', 'a1a2', 'a1a3', 'c1d2', 'a1b1', 'f1e1', 'c3a2', 'd1e1', 'g2g3']",1
h4h5,h4,h5,P,,0,"['b2b3', 'f2f3', 'f2f4', 'g5h3', 'e3e4', 'g5f3', 'g1h2', 'g1h1', 'g2g4', 'd1c2']",1
g5h3,g5,h3,N,,0,"['g5h3', 'g5f3', 'e3e4', 'f2f4', 'b2b4', 'h5g6', 'g5e4', 'g5f7', 'c3e4', 'e2d3']",1
g2h3,g2,h3,P,b,0,"['g2h3', 'e3e4', 'h5g6', 'f2f4', 'b2b3', 'b2b4', 'a1b1', 'f2f3', 'e2g4', 'g2g3']",1
g1h2,g1,h2,K,,0,"['g1h2', 'g1g2', 'e3e4', 'e2g4', 'c3b5', 'a1a3', 'f1e1', 'f2f3', 'e2f3', 'a1b1']",1
h5g6,h5,g6,P,p,0,"['e2g4', 'c3b5', 'h5g6', 'f2f4', 'b2b3', 'e3e4', 'a1a2', 'f1g1', 'a1a3', 'h2g2']",1
e2g4,e2,g4,B,,0,"['f1g1', 'e2g4', 'f2f4', 'c3b5', 'f2f3', 'a1a2', 'a1a3', 'e3e4', 'a1b1', 'd1e1']",1
d1g4,d1,g4,Q,n,0,"['h3g4', 'd1g4', 'h2g1', 'h2g3', 'h2h1', 'h2g2']",1
f1d1,f1,d1,R,,0,"['g4e2', 'h2g1', 'f1d1', 'h2g2', 'c3e2', 'c1d2', 'g4d1', 'g4g1', 'g4g2', 'f1g1']",1
d1d2,d1,d2,R,,0,"['h2h1', 'c1d2', 'd1d2', 'h2g1', 'a1a3', 'c3b5', 'a1b1', 'd1f1', 'd1g1', 'a1a2']",1
d2f2,d2,f2,R,r,0,"['d2f2', 'h2h1', 'h2g1', 'h2g3', 'g4g2']",1
g4g2,g4,g2,Q,,0,"['g4g2', 'h2h1']",1
g2g6,g2,g6,Q,p,0,"['a1b1', 'g2g6', 'c3b5', 'g2g1', 'g2e2', 'a1a2', 'c1d2', 'g2h1', 'g2g3', 'g2c2']",1
c1d2,c1,d2,B,,0,"['c1d2', 'h3h4', 'g6h5', 'g6g4', 'c3d1', 'g6g2', 'g6b1', 'c3e4', 'g6g7', 'g6e4']",1
e2e4,e2,e4,P,,0,"['d2d4', 'c2c4', 'f2f4', 'e2e3', 'g2g3', 'g1f3', 'e2e4', 'b2b3', 'd2d3', 'a2a3']",1
b1c3,b1,c3,N,,0,"['c2c3', 'b1c3', 'g1f3', 'f2f4', 'd2d4', 'g1e2', 'g2g3', 'c2c4', 'd2d3', 'b1a3']",1
g1f3,g1,f3,N,,0,"['g2g3', 'f1b5', 'g1f3', 'g1e2', 'h2h3', 'a2a4', 'f2f4', 'f1c4', 'd2d3', 'f1d3']",1
d2d4,d2,d4,P,,0,"['f1b5', 'd2d4', 'f1e2', 'h2h3', 'g2g3', 'a2a3', 'd2d3', 'f1c4', 'f1d3', 'b2b3']",1
f3d4,f3,d4,N,p,0,"['c1g5', 'f3d4', 'c3b5', 'c3e2', 'c3b1', 'c1d2', 'c3d5', 'c3a4', 'd1d3', 'd1e2']",1
d1d4,d1,d4,Q,n,0,"['d1d4', 'c1f4', 'c1e3', 'e4e5', 'b2b3', 'c1d2', 'f1e2', 'f2f4', 'g2g3', 'f1a6']",1
h2h4,h2,h4,P,,0,"['d4a4', 'b2b4', 'c1e3', 'a2a4', 'h2h4', 'b2b3', 'e4e5', 'g2g3', 'f1b5', 'c1d2']",1
c1g5,c1,g5,B,,0,"['c1e3', 'c3b5', 'h4h5', 'c1g5', 'c1d2', 'd4b4', 'd4e3', 'g2g3', 'f1c4', 'f2f3']",1
g5e3,g5,e3,B,,0,"['g5e3', 'd4g7', 'g5e7', 'd4d2', 'e1c1', 'd4d3', 'h1h3', 'f1e2', 'a2a3', 'a2a4']",1
d4d3,d4,d3,Q,,0,"['d4d6', 'd4b4', 'd4d2', 'd4d3', 'd4c4', 'e4e5', 'd4d1', 'c3b5', 'e3g5', 'e1c1']",1
d3d6,d3,d6,Q,p,0,"['e3f4', 'c3b5', 'h1h4', 'd3d6', 'd3d4', 'h1h3', 'e3d2', 'e1c1', 'e3d4', 'g2g4']",1
d6d4,d6,d4,Q,,0,"['d6g3', 'd6f4', 'd6h2', 'd6d2', 'd6e5', 'd6d4', 'd6d1', 'd6d3', 'd6d7', 'c3b5']",1
e1c1,e1,c1,K,,0,"['e4e5', 'a1d1', 'e1c1', 'f2f3', 'd4e5', 'f1d3', 'f1e2', 'a2a4', 'a2a3', 'g2g4']",1
d4c4,d4,c4,Q,,0,"['d4e5', 'd4c4', 'e4e5', 'c3b5', 'f2f3', 'd4d8', 'f1b5', 'f1e2', 'f1c4', 'c1b1']",1
f1e2,f1,e2,B,,0,"['e4e5', 'c3b5', 'h1h3', 'e3c5', 'f2f3', 'e3d4', 'f1d3', 'e3g5', 'e3d2', 'c4e2']",1
e4e5,e4,e5,P,,0,"['e3b6', 'e4e5', 'c1b1', 'a2a4', 'a2a3', 'h1h4', 'g2g4', 'h1h3', 'f2f3', 'e2f3']",1
e2f3,e2,f3,B,,0,"['c3d5', 'c4g4', 'd1d5', 'e3d4', 'e3d2', 'c3e4', 'c4d4', 'c4d3', 'e2h5', 'e3f4']",1
c4c3,c4,c3,Q,n,0,"['f3c6', 'c4c3', 'b2c3', 'd1d3', 'd1d4', 'd1f1', 'c4g4', 'd1d6', 'd1d2', 'd1g1']",1
c3c8,c3,c8,Q,q,1,"['c3c8', 'g2f3', 'd1d3', 'd1d2', 'c3d3', 'd1d4', 'c3d4', 'd1d6', 'c3d2', 'd1e1']",1
g2f3,g2,f3,P,b,0,"['g2f3', 'd1d8', 'd1d4', 'd1d7', 'd1d6', 'a2a3', 'd1e1', 'h1g1', 'd1d3', 'd1f1']",1
d1g1,d1,g1,R,,0,"['d1d7', 'h1h3', 'd1g1', 'f3f4', 'a2a3', 'c2c3', 'a2a4', 'd1d3', 'd1d2', 'd1d4']",1
h1h6,h1,h6,R,,0,"['h1h3', 'h1h2', 'c2c3', 'h1h6', 'e3h6', 'g1g4', 'g1d1', 'h1h5', 'a2a4', 'g1g2']",1
g1h1,g1,h1,R,,0,"['g1h1', 'c2c3', 'h6h3', 'h6h2', 'h6h1', 'b2b3', 'a2a3', 'a2a4', 'e3d2', 'c1b1']",1
e3d4,e3,d4,B,,0,"['c1d2', 'c1d1', 'f3f4', 'c2c3', 'e3d2', 'h1h2', 'a2a3', 'c1b1', 'h6h2', 'b2b3']",1
d4e3,d4,e3,B,,0,"['d4e3', 'f3f4', 'c1d1', 'c1b1']",1
e3h6,e3,h6,B,b,1,"['e3h6', 'h1h6', 'f3f4', 'b2b4', 'h1h4', 'h1h2', 'a2a3', 'c1d1', 'c1d2', 'c2c3']",1
h6g5,h6,g5,B,,0,"['a2a3', 'h1g1', 'h1d1', 'f3f4', 'h1e1', 'c2c3', 'a2a4', 'b2b3', 'h1h3', 'h1h4']",1
g5f6,g5,f6,B,,0,"['g5f6', 'h1h4', 'f3f4', 'g5e7', 'h1d1', 'c1d2', 'h1h2', 'h1h3', 'a2a4', 'c2c3']",1
h1d1,h1,d1,R,,0,"['c2c3', 'h1h4', 'a2a4', 'b2b4', 'h1h3', 'b2b3', 'c1d2', 'f3f4', 'c1d1', 'h1d1']",1
d1h1,d1,h1,R,,0,"['b2b4', 'c2c3', 'd1g1', 'f3f4', 'a2a3', 'a2a4', 'c2c4', 'f6d8', 'd1h1', 'd1d7']",1
c1d2,c1,d2,K,,0,"['c2c3', 'h1e1', 'h1h2', 'a2a3', 'a2a4', 'f3f4', 'b2b3', 'c1d2', 'b2b4', 'c1b1']",1
d2d3,d2,d3,K,,0,"['f3f4', 'b2b3', 'c2c3', 'd2d3', 'd2d1', 'a2a4', 'd2c1', 'h1h2', 'c2c4', 'a2a3']",1
c2c3,c2,c3,P,,0,"['b2b4', 'c2c3', 'a2a3', 'f3f4', 'a2a4', 'c2c4', 'b2b3', 'f6e7', 'h1g1', 'h1d1']",1
d3e4,d3,e4,K,,0,"['f6g5', 'a2a4', 'd3e2', 'b2b3', 'c3c4', 'd3d2', 'b2b4', 'h1a1', 'd3e4', 'h1h2']",1
f3f4,f3,f4,P,,0,"['e4d3', 'a2a3', 'e4e3', 'e4d4', 'h1g1', 'h1h2', 'f3f4', 'a2a4', 'f6e7', 'f6g5']",1
e4f3,e4,f3,K,,0,"['e4f3', 'e4e3', 'e4d3']",1
f3e3,f3,e3,K,,0,"['f3e3', 'f3g3', 'f3e2']",1
