Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,FEN,Top_10_Moves
d7e5,d7,e5,n,P,False,r3r1k1/ppbnqppp/2p2n2/2PpP3/1P6/P3P1N1/1B2NPPP/R2Q1RK1 b - - 0 14,"['d7e5', 'c7e5', 'f6g4', 'f6e4', 'h7h5', 'a7a5', 'h7h6', 'f6h5', 'g7g6', 'd5d4']"
e7e6,e7,e6,q,,False,r3r1k1/ppb1qppp/2p2n2/2PpnN2/1P6/P3P3/1B2NPPP/R2Q1RK1 b - - 1 15,"['e7e6', 'e7d8', 'e7d7', 'e7f8', 'e5f3', 'a8d8', 'a7a6', 'a8c8', 'h7h5', 'e5g4']"
e5c4,e5,c4,n,,False,r3r1k1/ppb2ppp/2p1qn2/2PpnN2/1P6/P3P1N1/1B3PPP/R2Q1RK1 b - - 3 16,"['e5c4', 'e5g4', 'g7g6', 'a7a5', 'h7h5', 'h7h6', 'e5d7', 'g8f8', 'c7b8', 'a8d8']"
e6f6,e6,f6,q,B,False,r3r1k1/ppb2ppp/2p1qB2/2Pp1N2/1Pn5/P3P1N1/5PPP/R2Q1RK1 b - - 0 17,"['e6f6', 'c7g3', 'c7e5', 'c4e3', 'g7g6', 'h7h5', 'a7a5', 'b7b5', 'd5d4', 'c4d2']"
c7g3,c7,g3,b,N,False,r3r1k1/ppb2ppp/2p2q2/2Pp1N2/1Pn3Q1/P3P1N1/5PPP/R4RK1 b - - 1 18,"['a7a5', 'g7g6', 'c7e5', 'c4e5', 'f6g6', 'a7a6', 'g8h8', 'c7g3', 'b7b6', 'a8d8']"
e8e4,e8,e4,r,,False,r3r1k1/pp3ppp/2p2q2/2Pp1N2/1Pn3Q1/P3P1P1/6PP/R4RK1 b - - 0 19,"['f6g6', 'e8e5', 'c4d2', 'b7b6', 'b7b5', 'e8e4', 'a7a5', 'a8b8', 'h7h6', 'a8d8']"
c4d2,c4,d2,n,,False,r5k1/pp3ppp/2p2q2/2Pp1N2/1Pn1r3/P3P1PQ/6PP/R4RK1 b - - 2 20,"['f6e5', 'c4d2', 'a8e8', 'f6g6', 'a7a6', 'h7h6', 'a7a5', 'b7b6', 'b7b5', 'a8f8']"
f6a1,f6,a1,q,R,True,r5k1/pp3ppp/2p2q2/2Pp1N2/1P2r3/P3P1PQ/3n1RPP/R5K1 b - - 4 21,"['f6a1', 'a7a5', 'e4e6', 'e4e3', 'f6c3', 'd2f3', 'e4e8', 'a7a6', 'f6e5', 'h7h5']"
a1f1,a1,f1,q,R,True,r5k1/pp3ppp/2p5/2Pp1N2/1P2r3/P3P1PQ/3n2PP/q4RK1 b - - 1 22,"['a1f1', 'd2f1', 'a1c3', 'a1a3', 'a1f6', 'd2b1', 'a1b2', 'a1a2', 'a1e5', 'e4h4']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"['d7d5', 'g7g6', 'g8f6', 'a7a6', 'd7d6', 'e7e6', 'd8c7', 'h7h6', 'a7a5', 'd8a5']"
c6d5,c6,d5,p,P,False,rnbqkbnr/pp2pppp/2p5/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,"['c6d5', 'd8a5', 'c8g4', 'c8f5', 'g8f6', 'g7g6', 'h7h6', 'd8c7', 'a7a6', 'd8d6']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp2pppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,"['c8d7', 'a7a6', 'c8g4', 'b8c6', 'g7g6', 'g8f6', 'e7e6', 'c8f5', 'c8e6', 'd8a5']"
b8c6,b8,c6,n,,False,rnbqkb1r/pp2pppp/5n2/3p4/2PP4/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5,"['b8c6', 'c8g4', 'g7g6', 'a7a6', 'e7e6', 'd5c4', 'c8d7', 'c8f5', 'h7h6', 'd8c7']"
e7e6,e7,e6,p,,False,r1bqkb1r/pp2pppp/2n2n2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 6,"['c8g4', 'g7g6', 'e7e6', 'a7a6', 'd5c4', 'a7a5', 'd8d6', 'h7h6', 'c8f5', 'd8a5']"
f8e7,f8,e7,b,,False,r1bqkb1r/pp3ppp/2n1pn2/3p2B1/2PP4/2N2N2/PP3PPP/R2QKB1R b KQkq - 1 7,"['f8b4', 'f8e7', 'f8d6', 'a7a6', 'c8d7', 'h7h6', 'd8b6', 'd8a5', 'd5c4', 'a8b8']"
f6d5,f6,d5,n,P,False,r1bqk2r/pp2bppp/2n1pn2/3P2B1/3P4/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 8,"['f6d5', 'e6d5', 'h7h6', 'c6b4', 'f6g4', 'f6e4', 'f6h5', 'f6g8', 'c6a5', 'd8d5']"
c6e7,c6,e7,n,B,False,r1bqk2r/pp2Bppp/2n1p3/3n4/3P4/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 9,"['d8e7', 'd5e7', 'c6e7', 'e8e7', 'd5c3', 'd8a5', 'd8c7', 'd8b6', 'd5e3', 'd8d7']"
c8d7,c8,d7,b,,False,r1bqk2r/pp2nppp/4p3/1B1n4/3P4/2N2N2/PP3PPP/R2QK2R b KQkq - 1 10,"['c8d7', 'e7c6', 'e8f8', 'd8d7']"
d7b5,d7,b5,b,B,False,r2qk2r/pp1bnppp/4p3/1B1n4/Q2P4/2N2N2/PP3PPP/R3K2R b KQkq - 3 11,"['d5b6', 'd5c7', 'd7c6', 'f7f6', 'd7b5', 'a7a6', 'a8c8', 'd8c7', 'd5c3', 'e7c6']"
d8d7,d8,d7,q,,False,r2qk2r/pp2nppp/4p3/1Q1n4/3P4/2N2N2/PP3PPP/R3K2R b KQkq - 0 12,"['d8d7', 'e7c6', 'e8f8']"
d5c3,d5,c3,n,N,False,r3k2r/pp1qnppp/4p3/1Q1n4/3P4/2N2N2/PP3PPP/R4RK1 b kq - 2 13,"['d7b5', 'f7f6', 'b7b6', 'a8b8', 'h7h6', 'a8c8', 'a8d8', 'h7h5', 'e8c8', 'a7a6']"
e8d7,e8,d7,k,Q,False,r3k2r/pp1Qnppp/4p3/8/3P4/2n2N2/PP3PPP/R4RK1 b kq - 0 14,"['e8d7', 'e8f8']"
a8c8,a8,c8,r,,False,r6r/pp1knppp/4p3/8/3P4/2P2N2/P4PPP/R4RK1 b - - 0 15,"['f7f6', 'b7b6', 'e7c6', 'h8c8', 'e7g6', 'h8b8', 'd7e8', 'h8d8', 'g7g6', 'a8c8']"
b7b6,b7,b6,p,,False,2r4r/pp1knppp/4p3/8/3P4/2P2N2/P4PPP/1R3RK1 b - - 2 16,"['b7b6', 'c8c7', 'c8b8', 'd7c7', 'd7d6', 'e7c6', 'd7e8', 'e7g6', 'b7b5', 'c8c3']"
c8c7,c8,c7,r,,False,2r4r/p2knppp/1p2p3/8/3P4/2P2N2/P4PPP/1RR3K1 b - - 1 17,"['h8d8', 'f7f6', 'd7e8', 'e7f5', 'e7c6', 'd7d8', 'h8f8', 'e7g6', 'c8c7', 'd7d6']"
h8c8,h8,c8,r,,False,7r/p1rknppp/1p2p3/8/3P4/2P2N2/P4PPP/1RR2K2 b - - 3 18,"['f7f6', 'h8c8', 'h8a8', 'e7f5', 'h8d8', 'e7c6', 'e7d5', 'd7c8', 'e7c8', 'e7g6']"
c7c4,c7,c4,r,P,False,2r5/p1rknppp/1p2p3/8/2PP4/5N2/P4PPP/1RR2K2 b - - 0 19,"['d7d8', 'f7f6', 'd7e8', 'e7g6', 'd7d6', 'e7f5', 'e7d5', 'h7h6', 'e7c6', 'e7g8']"
d7d6,d7,d6,k,,False,2r5/p2knppp/1p2p3/4N3/2rP4/8/P4PPP/1RR2K2 b - - 1 20,"['d7d8', 'd7e8', 'd7d6', 'd7c7']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"['d7d5', 'g7g6', 'g8f6', 'a7a6', 'd7d6', 'e7e6', 'd8c7', 'h7h6', 'a7a5', 'd8a5']"
d5e4,d5,e4,p,P,False,rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,"['d5d4', 'c8g4', 'd5e4', 'e7e6', 'c8e6', 'g7g6', 'd8a5', 'a7a6', 'h7h6', 'g8f6']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp2pppp/2p5/8/4N3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 0 4,"['a7a5', 'c8f5', 'g8f6', 'g7g6', 'a7a6', 'd8c7', 'e7e6', 'h7h5', 'h7h6', 'c8g4']"
f6e4,f6,e4,n,N,False,rnbqkb1r/pp2pppp/2p2n2/8/4N3/5N2/PPPPQPPP/R1B1KB1R b KQkq - 2 5,"['c8f5', 'b8a6', 'c8e6', 'f6e4', 'd8a5', 'c8g4', 'a7a5', 'a7a6', 'd8c7', 'h7h5']"
b8d7,b8,d7,n,,False,rnbqkb1r/pp2pppp/2p5/8/4Q3/5N2/PPPP1PPP/R1B1KB1R b KQkq - 0 6,"['d8d5', 'c8e6', 'b8d7', 'e7e6', 'h7h5', 'h7h6', 'a7a5', 'c6c5', 'b7b5', 'b7b6']"
d7f6,d7,f6,n,,False,r1bqkb1r/pp1npppp/2p5/8/2B1Q3/5N2/PPPP1PPP/R1B1K2R b KQkq - 2 7,"['d7b6', 'a7a5', 'd7f6', 'e7e6', 'h7h6', 'g7g6', 'a7a6', 'd7c5', 'h7h5', 'd7b8']"
e7e6,e7,e6,p,,False,r1bqkb1r/pp2pppp/2p2n2/8/2B5/5N2/PPPPQPPP/R1B1K2R b KQkq - 4 8,"['e7e6', 'c8f5', 'a7a6', 'a7a5', 'd8c7', 'b7b5', 'f6d5', 'g7g6', 'h7h6', 'd8b6']"
f8c5,f8,c5,b,,False,r1bqkb1r/pp3ppp/2p1pn2/8/2B5/3P1N2/PPP1QPPP/R1B1K2R b KQkq - 0 9,"['b7b5', 'f8d6', 'a7a6', 'f8b4', 'a7a5', 'f8e7', 'f6d5', 'f8c5', 'd8a5', 'd8c7']"
e8g8,e8,g8,k,,False,r1bqk2r/pp3ppp/2p1pn2/2b5/2B2B2/3P1N2/PPP1QPPP/R3K2R b KQkq - 2 10,"['f6d5', 'c5d6', 'e8g8', 'b7b5', 'a7a5', 'c5e7', 'f6h5', 'h7h6', 'c5b4', 'b7b6']"
c5d6,c5,d6,b,,False,r1bq1rk1/pp3ppp/2p1pn2/2b5/2B2B2/3P1N2/PPP1QPPP/R4RK1 b - - 4 11,"['b7b5', 'c5d6', 'a7a5', 'c5e7', 'c5b6', 'b7b6', 'h7h6', 'f6d5', 'f6d7', 'd8e7']"
d8c7,d8,c7,q,,False,r1bq1rk1/pp3ppp/2pbpn2/8/2B2B2/3PQN2/PPP2PPP/R4RK1 b - - 6 12,"['b7b5', 'b7b6', 'f6d5', 'c6c5', 'f6g4', 'a7a5', 'h7h6', 'd6f4', 'd8c7', 'd6c7']"
c7d6,c7,d6,q,B,False,r1b2rk1/ppq2ppp/2pBpn2/8/2B5/3PQN2/PPP2PPP/R4RK1 b - - 0 13,"['c7d6', 'f6g4', 'f6d5', 'c7d8', 'c7d7', 'f6e8', 'c7a5', 'c7b6', 'c7b8', 'b7b5']"
d6e5,d6,e5,q,Q,False,r1b2rk1/pp3ppp/2pqpn2/4Q3/2B5/3P1N2/PPP2PPP/R4RK1 b - - 1 14,"['d6e5', 'f8d8', 'd6d8', 'f6e8', 'd6b8', 'd6e7', 'd6d7', 'd6b4', 'd6d5', 'b7b5']"
c8d7,c8,d7,b,,False,r1b2rk1/pp3ppp/2p1pn2/4N3/2B5/3P4/PPP2PPP/R4RK1 b - - 0 15,"['f6d5', 'f8d8', 'b7b5', 'f6d7', 'f8e8', 'a7a5', 'c6c5', 'a7a6', 'a8b8', 'c8d7']"
a8d8,a8,d8,r,,False,r4rk1/pp1b1ppp/2p1pn2/4N3/2B5/3P4/PPP2PPP/R3R1K1 b - - 2 16,"['f8d8', 'f8b8', 'c6c5', 'b7b5', 'f8c8', 'h7h6', 'a7a5', 'b7b6', 'd7e8', 'a8b8']"
f6d5,f6,d5,n,,False,3r1rk1/pp1b1ppp/2p1pn2/4N3/2B5/3PR3/PPP2PPP/R5K1 b - - 4 17,"['f6d5', 'b7b5', 'f6e8', 'd7e8', 'f8e8', 'g7g6', 'd7c8', 'c6c5', 'a7a5', 'g7g5']"
c6d5,c6,d5,p,B,False,3r1rk1/pp1b1ppp/2p1p3/3BN3/8/3PR3/PPP2PPP/R5K1 b - - 0 18,"['e6d5', 'c6d5', 'h7h6', 'b7b6', 'd8b8', 'f7f6', 'b7b5', 'a7a5', 'c6c5', 'f7f5']"
d8d7,d8,d7,r,N,False,3r1rk1/pp1N1ppp/4p3/3p4/8/3PR3/PPP2PPP/R5K1 b - - 0 19,"['d8d7', 'f8e8', 'd5d4', 'd8c8', 'h7h6', 'b7b6', 'b7b5', 'd8a8', 'd8b8', 'd8e8']"
d5d4,d5,d4,p,,False,5rk1/pp1r1ppp/4p3/3p4/8/2PPR3/PP3PPP/R5K1 b - - 0 20,"['d5d4', 'f8c8', 'd7d6', 'f8d8', 'g7g5', 'f8a8', 'd7c7', 'g7g6', 'b7b6', 'f8b8']"
d4c3,d4,c3,p,P,False,5rk1/pp1r1ppp/4p3/8/3p4/2PP2R1/PP3PPP/R5K1 b - - 1 21,"['b7b5', 'd4c3', 'f7f6', 'e6e5', 'f8c8', 'g7g6', 'h7h5', 'h7h6', 'a7a5', 'f7f5']"
f8d8,f8,d8,r,,False,5rk1/pp1r1ppp/4p3/8/8/2PP2R1/P4PPP/R5K1 b - - 0 22,"['b7b6', 'f8c8', 'f8d8', 'd7c7', 'f8a8', 'd7d5', 'h7h6', 'g7g6', 'a7a6', 'b7b5']"
h7h6,h7,h6,p,,False,3r2k1/pp1r1ppp/4p3/8/8/2PP2R1/P4PPP/3R2K1 b - - 2 23,"['b7b6', 'd7d5', 'd8c8', 'd7d6', 'd7c7', 'g8f8', 'h7h6', 'g7g6', 'b7b5', 'h7h5']"
e6e5,e6,e5,p,,False,3r2k1/pp1r1pp1/4p2p/8/3P4/2P3R1/P4PPP/3R2K1 b - - 0 24,"['d7c7', 'd8c8', 'b7b6', 'b7b5', 'g7g6', 'd7d5', 'd8b8', 'h6h5', 'g8f8', 'a7a5']"
e5d4,e5,d4,p,P,False,3r2k1/pp1r1pp1/7p/4p3/3P4/2P3R1/P4PPP/1R4K1 b - - 1 25,"['b7b6', 'h6h5', 'e5d4', 'g7g6', 'g8f8', 'a7a6', 'g8h8', 'f7f6', 'f7f5', 'a7a5']"
b7b6,b7,b6,p,,False,3r2k1/pp1r1pp1/7p/8/3P4/6R1/P4PPP/1R4K1 b - - 0 26,"['d7d4', 'b7b6', 'g8h7', 'h6h5', 'd7e7', 'f7f6', 'd8a8', 'f7f5', 'd8f8', 'd8b8']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"['d7d5', 'g7g6', 'g8f6', 'a7a6', 'd7d6', 'e7e6', 'd8c7', 'h7h6', 'a7a5', 'd8a5']"
c8g4,c8,g4,b,,False,rnbqkbnr/pp2pppp/2p5/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,"['c8g4', 'c8f5', 'c6c5', 'e7e6', 'h7h6', 'c8d7', 'a7a6', 'd5d4', 'g8h6', 'h7h5']"
e7e6,e7,e6,p,,False,rn1qkbnr/pp2pppp/2p5/3pP3/3P2b1/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,"['d8b6', 'e7e6', 'a7a6', 'g4f3', 'd8c7', 'c6c5', 'g4h5', 'h7h5', 'd8a5', 'h7h6']"
g4h5,g4,h5,b,,False,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P2b1/5N1P/PPP2PP1/RNBQKB1R b KQkq - 0 5,"['g4h5', 'g4f3', 'g4f5', 'd8a5', 'f8b4', 'h7h5', 'f7f5', 'b8d7', 'g8h6', 'g8f6']"
h5g6,h5,g6,b,,False,rn1qkbnr/pp3ppp/2p1p3/3pP2b/3P2P1/5N1P/PPP2P2/RNBQKB1R b KQkq - 0 6,"['h5g6', 'd8a5', 'f8b4', 'g8f6', 'f7f6', 'g8h6', 'h5g4', 'g8e7', 'c6c5', 'd8b6']"
g6d3,g6,d3,b,B,False,rn1qkbnr/pp3ppp/2p1p1b1/3pP3/3P2P1/3B1N1P/PPP2P2/RNBQK2R b KQkq - 2 7,"['c6c5', 'g6d3', 'b8d7', 'a7a5', 'd8a5', 'a7a6', 'd8c7', 'd8b6', 'g8e7', 'f8e7']"
b8d7,b8,d7,n,,False,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P2P1/3Q1N1P/PPP2P2/RNB1K2R b KQkq - 0 8,"['c6c5', 'h7h5', 'd8b6', 'd8a5', 'b8d7', 'g8e7', 'a7a6', 'f8e7', 'h7h6', 'd8d7']"
g8e7,g8,e7,n,,False,r2qkbnr/pp1n1ppp/2p1p3/3pP3/3P2P1/2NQ1N1P/PPP2P2/R1B1K2R b KQkq - 2 9,"['h7h5', 'c6c5', 'g8e7', 'a8c8', 'f8b4', 'a7a6', 'd8a5', 'f8e7', 'h7h6', 'd8b6']"
e7g6,e7,g6,n,,False,r2qkb1r/pp1nnppp/2p1p3/3pP3/3P1BP1/2NQ1N1P/PPP2P2/R3K2R b KQkq - 4 10,"['e7g6', 'c6c5', 'h7h6', 'd8c7', 'a8c8', 'a7a6', 'd7b6', 'a7a5', 'h7h5', 'b7b5']"
c6c5,c6,c5,p,,False,r2qkb1r/pp1n1ppp/2p1p1n1/3pP3/3P2P1/2NQ1NBP/PPP2P2/R3K2R b KQkq - 6 11,"['c6c5', 'd8a5', 'f8b4', 'd8b6', 'd7b6', 'h7h6', 'a7a6', 'a8c8', 'f8e7', 'f7f6']"
a8c8,a8,c8,r,,False,r2qkb1r/pp1n1ppp/4p1n1/2ppP3/3P2P1/2NQ1NBP/PPP2P2/2KR3R b kq - 1 12,"['c5c4', 'd8b6', 'c5d4', 'a7a6', 'd8a5', 'a8c8', 'f8e7', 'a8b8', 'd8c7', 'h7h5']"
d8b6,d8,b6,q,,False,2rqkb1r/pp1n1ppp/4p1n1/1QppP3/3P2P1/2N2NBP/PPP2P2/2KR3R b k - 3 13,"['d8b6', 'a7a6', 'd8c7', 'c5d4', 'c8b8', 'f8e7', 'c5c4', 'h7h5', 'g6e7', 'b7b6']"
a7a6,a7,a6,p,,False,2r1kb1r/pp1n1ppp/1q2p1n1/1QppP3/P2P2P1/2N2NBP/1PP2P2/2KR3R b k - 0 14,"['a7a6', 'b6c7', 'b6b5', 'c5d4', 'h7h5', 'b6c6', 'f8e7', 'b6a6', 'h7h6', 'h8g8']"
d7b6,d7,b6,n,Q,False,2r1kb1r/1p1n1ppp/pQ2p1n1/2ppP3/P2P2P1/2N2NBP/1PP2P2/2KR3R b k - 0 15,"['d7b6', 'g6e5', 'c5d4', 'c8b8', 'g6h4', 'c5c4', 'c8d8', 'h7h5', 'g6e7', 'd7b8']"
b6c4,b6,c4,n,,False,2r1kb1r/1p3ppp/pn2p1n1/P1ppP3/3P2P1/2N2NBP/1PP2P2/2KR3R b k - 0 16,"['b6c4', 'b6d7', 'c5d4', 'b6a8', 'f7f5', 'h7h5', 'f8e7', 'g6e5', 'h7h6', 'g6e7']"
f8c5,f8,c5,b,P,False,2r1kb1r/1p3ppp/p3p1n1/P1PpP3/2n3P1/2N2NBP/1PP2P2/2KR3R b k - 0 17,"['f8c5', 'c8c5', 'c4a5', 'f7f6', 'g6e7', 'h7h5', 'f8e7', 'h7h6', 'c8b8', 'c8d8']"
c4a5,c4,a5,n,P,False,2r1k2r/1p3ppp/p3p1n1/P1bpP3/2n3P1/5NBP/1PP1NP2/2KR3R b k - 1 18,"['c4a5', 'h7h5', 'g6e7', 'c5e7', 'c5a7', 'c5f8', 'c5b4', 'h7h6', 'h8f8', 'e8g8']"
c8c6,c8,c6,r,,False,2r1k2r/1p3ppp/p3p1n1/n1bpP3/6P1/5NBP/1PP1NP2/1K1R3R b k - 1 19,"['h7h5', 'a5c6', 'a5c4', 'g6f8', 'h7h6', 'b7b6', 'c8d8', 'b7b5', 'c5e7', 'c5a7']"
a5c4,a5,c4,n,,False,4k2r/1p3ppp/p1r1p1n1/n1bpP3/6P1/2P2NBP/1P2NP2/1K1R3R b k - 0 20,"['a5c4', 'c6b6', 'c5f8', 'c5b6', 'c5a7', 'c5e7', 'h8f8', 'h7h5', 'e8g8', 'd5d4']"
c6b6,c6,b6,r,,False,4k2r/1p3ppp/p1r1p1n1/2bpP3/2n3P1/2P2NBP/1PK1NP2/3R3R b k - 2 21,"['h7h5', 'c4b6', 'e8g8', 'h7h6', 'c6c8', 'c5a7', 'c5e7', 'c6c7', 'c5b6', 'a6a5']"
c5e7,c5,e7,b,,False,4k2r/1p3ppp/pr2p1n1/2bpP3/1Pn3P1/2P2NBP/2K1NP2/3R3R b k - 0 22,"['c5e7', 'c4a3', 'c5f8', 'e8g8', 'a6a5', 'c5b4', 'f7f6', 'c5e3', 'e8d7', 'b6b5']"
a6a5,a6,a5,p,,False,4k2r/1p2bppp/pr2p1n1/3pP3/1PnN2P1/2P2NBP/2K2P2/3R3R b k - 2 23,"['a6a5', 'h7h5', 'h7h6', 'g6f8', 'e8g8', 'e8d7', 'e7d8', 'e7f8', 'e8d8', 'f7f6']"
c4a5,c4,a5,n,P,False,4k2r/1p2bppp/1r2p1n1/P2pP3/2nN2P1/2P2NBP/2K2P2/3R3R b k - 0 24,"['c4a5', 'b6a6', 'b6b2', 'c4a3', 'b6c6', 'e7h4', 'g6e5', 'b6b5', 'f7f5', 'g6h4']"
b6a6,b6,a6,r,,False,4k2r/1p2bppp/1r2p1n1/n2pP3/3N2P1/2P2NBP/2K2P2/R6R b k - 1 25,"['b6a6', 'a5c4', 'a5c6', 'e8d7', 'h7h5', 'a5b3', 'f7f5', 'e8g8', 'g6h4', 'f7f6']"
e8g8,e8,g8,k,,False,4k2r/1p2bppp/r3p1n1/n2pP3/3N2P1/2P2NBP/2K2P2/RR6 b k - 3 26,"['h7h6', 'e8g8', 'e7c5', 'h7h5', 'g6f8', 'a6a8', 'e7d8', 'e8d7', 'b7b6', 'a5c4']"
a5b7,a5,b7,n,R,False,5rk1/1R2bppp/r3p1n1/n2pP3/3N2P1/2P2NBP/2K2P2/R7 b - - 0 27,"['f8c8', 'f8a8', 'a6a8', 'e7d8', 'f8d8', 'h7h6', 'a5b7', 'e7c5', 'g8h8', 'f8e8']"
b7c5,b7,c5,n,,False,5rk1/1n2bppp/R3p1n1/3pP3/3N2P1/2P2NBP/2K2P2/8 b - - 0 28,"['f8c8', 'b7c5', 'h7h6', 'e7d8', 'f8e8', 'e7c5', 'f8b8', 'b7d8', 'g8h8', 'h7h5']"
f8b8,f8,b8,r,,False,5rk1/R3bppp/4p1n1/2npP3/3N2P1/2P2NBP/2K2P2/8 b - - 2 29,"['c5e4', 'e7d8', 'h7h6', 'f7f5', 'f8c8', 'f8e8', 'f7f6', 'f8b8', 'f8d8', 'g8h8']"
c5e4,c5,e4,n,,False,1r4k1/R3bppp/4p1n1/2npP3/3N2PP/2P2NB1/2K2P2/8 b - - 0 30,"['c5e4', 'e7f8', 'g8f8', 'e7d8', 'c5b7', 'b8d8', 'b8e8', 'c5d7', 'h7h6', 'g6h4']"
b8c8,b8,c8,r,,False,1r4k1/R3bppp/4p1n1/3pP2P/3Nn1P1/2P2NB1/2K2P2/8 b - - 0 31,"['e7c5', 'b8c8', 'g6h4', 'e7h4', 'g8f8', 'e4c3', 'g6f8', 'g6h8', 'b8f8', 'e4g3']"
c8c3,c8,c3,r,P,True,2r3k1/R3bppp/4p1P1/3pP3/3Nn1P1/2P2NB1/2K2P2/8 b - - 0 32,"['h7g6', 'f7g6', 'f7f5', 'f7f6', 'e4c3', 'h7h6', 'h7h5', 'c8c4', 'c8c3', 'g8f8']"
e7f8,e7,f8,b,,False,6k1/R3bppp/4p1P1/3pP3/3Nn1P1/2r2NB1/5P2/3K4 b - - 1 33,"['h7g6', 'f7g6', 'h7h6', 'e4g3', 'c3d3', 'h7h5', 'f7f6', 'c3f3', 'c3a3', 'e7f8']"
g8h8,g8,h8,k,,False,5bk1/R4Ppp/4p3/3pP3/3Nn1P1/2r2NB1/5P2/3K4 b - - 0 34,['g8h8']
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp1ppppp/2p5/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,"['d7d5', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'd8a5', 'h7h6', 'f7f5', 'g7g6', 'b7b5']"
d7d5,d7,d5,p,,False,rnbqkb1r/pp1ppppp/2p2n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,"['d7d5', 'e7e6', 'a7a6', 'h7h6', 'b7b5', 'd8c7', 'f6e4', 'a7a5', 'b7b6', 'd7d6']"
c6d5,c6,d5,p,P,False,rnbqkb1r/pp2pppp/2p2n2/3P4/3P4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 4,"['c6d5', 'c8f5', 'd8d5', 'd8a5', 'c8g4', 'g7g6', 'b7b6', 'c8d7', 'f6e4', 'a7a6']"
b8c6,b8,c6,n,,False,rnbqkb1r/pp2pppp/5n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 5,"['c8f5', 'b8c6', 'd8b6', 'f6e4', 'e7e6', 'c8d7', 'd8c7', 'c8g4', 'g7g6', 'a7a6']"
d8b6,d8,b6,q,,False,r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq - 0 6,"['c8f5', 'f6e4', 'e7e6', 'h7h6', 'g7g6', 'c8g4', 'd8c7', 'a7a6', 'a8b8', 'd8d6']"
c8g4,c8,g4,b,,False,r1b1kb1r/pp2pppp/1qn2n2/3p4/3P4/P1N1PN2/1P3PPP/R1BQKB1R b KQkq - 0 7,"['c8f5', 'g7g6', 'c8g4', 'e7e6', 'c8e6', 'a7a5', 'h7h6', 'a7a6', 'c8d7', 'b6d8']"
