Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,FEN,Top_10_Moves
g6g4,g6,g4,q,,False,r6k/pp2n1p1/3b2q1/2p1p2p/2P1B2P/2P3P1/PP3RQ1/R5K1 b - - 2 25,"['g6g4', 'a8b8', 'g6e4', 'g6h6', 'a8d8', 'd6c7', 'a7a6', 'a8c8', 'g6f6', 'a7a5']"
e7g8,e7,g8,n,,False,r6k/pp2n1p1/3b4/2p1p2p/2P1B1qP/2P3P1/PP3RQ1/5RK1 b - - 4 26,"['e7g8', 'a8e8', 'a8b8', 'a8d8', 'h8g8', 'a7a6', 'a8c8', 'a7a5', 'a8g8', 'e7c6']"
g4e6,g4,e6,q,,False,r5nk/pp4p1/3b4/2p1p2p/2P1B1qP/2P2QP1/PP3R2/5RK1 b - - 6 27,"['g8f6', 'g8h6', 'g4f3', 'a8d8', 'a8b8', 'a8e8', 'b7b6', 'g4e4', 'a7a5', 'a7a6']"
g8h6,g8,h6,n,,False,r5nk/pp4p1/3bq3/2p1p2Q/2P1B2P/2P3P1/PP3R2/5RK1 b - - 0 28,"['g8h6', 'e6h6']"
e6g6,e6,g6,q,Q,False,r6k/pp4p1/3bq1Qn/2p1p3/2P1B2P/2P3P1/PP3R2/5RK1 b - - 2 29,"['e6g6', 'e6g8', 'e6f5', 'h6f5', 'e6c4', 'e6h3', 'e6e8', 'e6g4', 'e6d7', 'a8e8']"
h6g4,h6,g4,n,,False,r6k/pp4p1/3b2Bn/2p1p3/2P4P/2P3P1/PP3R2/5RK1 b - - 0 30,"['a8f8', 'd6e7', 'b7b6', 'a7a6', 'a7a5', 'e5e4', 'h6g4', 'a8g8', 'h6g8', 'a8b8']"
e5e4,e5,e4,p,,False,r6k/pp3Rp1/3b2B1/2p1p3/2P3nP/2P3P1/PP6/5RK1 b - - 2 31,"['a8b8', 'b7b6', 'g4e3', 'a8d8', 'a8g8', 'h8g8', 'e5e4', 'a8e8', 'b7b5', 'a8c8']"
d6g3,d6,g3,b,P,False,r6k/pp3Rp1/3b4/2p5/2P1B1nP/2P3P1/PP6/5RK1 b - - 0 32,"['a8e8', 'g7g6', 'h8g8', 'b7b6', 'g4f2', 'g4f6', 'a8d8', 'g4e3', 'g4h2', 'b7b5']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d6,d7,d6,p,,False,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp2pppp/2pp4/8/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,"['e7e5', 'g8f6', 'f7f5', 'a7a6', 'g7g6', 'b8d7', 'c6c5', 'a7a5', 'b8a6', 'd8c7']"
d8a5,d8,a5,q,,False,rnbqkb1r/pp2pppp/2pp1n2/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 2 4,"['e7e5', 'b8d7', 'e7e6', 'g7g6', 'a7a6', 'd8c7', 'h7h6', 'f6d7', 'b8a6', 'c6c5']"
a5c7,a5,c7,q,,False,rnb1kb1r/pp2pppp/2pp1n2/q7/2PPP3/2N5/PP1B1PPP/R2QKBNR b KQkq - 4 5,"['b8d7', 'e7e5', 'a5b6', 'b8a6', 'h7h6', 'a5c7', 'a5d8', 'a7a6', 'a5h5', 'g7g6']"
c8g4,c8,g4,b,,False,rnb1kb1r/ppq1pppp/2pp1n2/8/2PPP3/2N2N2/PP1B1PPP/R2QKB1R b KQkq - 6 6,"['e7e5', 'g7g6', 'a7a5', 'b8d7', 'b8a6', 'h7h6', 'a7a6', 'c8g4', 'e7e6', 'h7h5']"
e7e6,e7,e6,p,,False,rn2kb1r/ppq1pppp/2pp1n2/8/2PPP1b1/2N2N2/PP1BBPPP/R2QK2R b KQkq - 8 7,"['e7e5', 'g4f3', 'b8d7', 'e7e6', 'a7a6', 'g7g6', 'h7h6', 'a7a5', 'b8a6', 'g4c8']"
g4h5,g4,h5,b,,False,rn2kb1r/ppq2ppp/2pppn2/8/2PPP1b1/2N2N1P/PP1BBPP1/R2QK2R b KQkq - 0 8,"['g4h5', 'g4f3', 'f6e4', 'h7h5', 'd6d5', 'c6c5', 'e6e5', 'b8d7', 'f8e7', 'g4h3']"
h5e2,h5,e2,b,B,False,rn2kb1r/ppq2ppp/2pppn2/7b/2PPP2N/2N4P/PP1BBPP1/R2QK2R b KQkq - 2 9,"['h5e2', 'c7a5', 'g7g6', 'h5g6', 'g7g5', 'e6e5', 'c6c5', 'c7e7', 'f8e7', 'c7b6']"
f8e7,f8,e7,b,,False,rn2kb1r/ppq2ppp/2pppn2/8/2PPP2N/2N4P/PP1BQPP1/R3K2R b KQkq - 0 10,"['f8e7', 'e6e5', 'f6g8', 'b8d7', 'g7g6', 'd6d5', 'a7a5', 'c6c5', 'c7b6', 'c7a5']"
b8d7,b8,d7,n,,False,rn2k2r/ppq1bppp/2pppn2/8/2PPP3/2N2N1P/PP1BQPP1/R3K2R b KQkq - 2 11,"['b8d7', 'e8g8', 'a7a5', 'e6e5', 'a7a6', 'f6d7', 'b8a6', 'c7b6', 'h7h6', 'b7b6']"
e8g8,e8,g8,k,,False,r3k2r/ppqnbppp/2pppn2/8/1PPPP3/2N2N1P/P2BQPP1/R3K2R b KQkq - 0 12,"['d6d5', 'e6e5', 'e8g8', 'a7a5', 'h7h6', 'a7a6', 'a8d8', 'c7d8', 'c7b8', 'b7b6']"
d6d5,d6,d5,p,,False,r4rk1/ppqnbppp/2pppn2/8/1PPPP1P1/2N2N1P/P2BQP2/R3K2R b KQ - 0 13,"['d6d5', 'a7a6', 'c6c5', 'd7b6', 'a7a5', 'e6e5', 'f6e8', 'f8e8', 'a8c8', 'f8c8']"
f6e8,f6,e8,n,,False,r4rk1/ppqnbppp/2p1pn2/3pP3/1PPP2P1/2N2N1P/P2BQP2/R3K2R b KQ - 0 14,"['f6e4', 'f6e8', 'e7b4', 'a7a5', 'f8e8', 'd5c4', 'g7g6', 'f8c8', 'a7a6', 'a8c8']"
c7c8,c7,c8,q,,False,r3nrk1/ppqnbppp/2p1p3/2PpP3/1P1P2P1/2N2N1P/P2BQP2/R3K2R b KQ - 0 15,"['a7a5', 'a7a6', 'b7b6', 'c7d8', 'c7c8', 'h7h6', 'a8c8', 'f7f6', 'g7g6', 'f7f5']"
b7b6,b7,b6,p,,False,r1q1nrk1/pp1nbppp/2p1p3/2PpP1P1/1P1P4/2N2N1P/P2BQP2/R3K2R b KQ - 0 16,"['a7a5', 'e7d8', 'c8d8', 'b7b6', 'e8c7', 'b7b5', 'a7a6', 'g8h8', 'c8c7', 'd7b8']"
b6c5,b6,c5,p,P,False,r1q1nrk1/p2nbppp/1pp1p3/2PpP1P1/1P1P3P/2N2N2/P2BQP2/R3K2R b KQ - 0 17,"['a7a5', 'e8c7', 'a7a6', 'e7d8', 'c8b7', 'a8b8', 'c8b8', 'c8d8', 'c8c7', 'b6c5']"
a8b8,a8,b8,r,,False,r1q1nrk1/p2nbppp/2p1p3/2PpP1P1/3P3P/2N2N2/P2BQP2/R3K2R b KQ - 0 18,"['e8c7', 'e7d8', 'g7g6', 'f7f6', 'c8c7', 'c8d8', 'g8h8', 'a7a6', 'f7f5', 'a7a5']"
e8c7,e8,c7,n,,False,1rq1nrk1/p2nbppp/2p1p3/2PpP1P1/3P3P/2N2N2/P2BQP2/1R2K2R b K - 2 19,"['b8b1', 'e8c7', 'g7g6', 'c8d8', 'c8c7', 'g8h8', 'f7f5', 'a7a5', 'a7a6', 'e7d8']"
c8a6,c8,a6,q,,False,1rq2rk1/p1nnbppp/2p1p3/2PpP1PP/3P4/2N2N2/P2BQP2/1R2K2R b K - 0 20,"['b8b1', 'c8a6', 'a7a5', 'e7d8', 'c7a8', 'c8d8', 'f8d8', 'c7a6', 'f7f5', 'g8h8']"
c7a6,c7,a6,n,Q,False,1r3rk1/p1nnbppp/Q1p1p3/2PpP1PP/3P4/2N2N2/P2B1P2/1R2K2R b K - 0 21,"['c7a6', 'b8b1', 'd7e5', 'e7g5', 'd7c5', 'e7c5', 'd7b6', 'f8e8', 'f8d8', 'b8b4']"
f7g6,f7,g6,p,P,False,1r3rk1/p2nbppp/n1p1p1P1/2PpP2P/3P4/2N2N2/P2B1P2/1R2K2R b K - 0 22,"['b8b1', 'f7g6', 'h7g6', 'f7f6', 'a6c7', 'a6b4', 'f8e8', 'h7h6', 'f8c8', 'b8b4']"
b8b1,b8,b1,r,R,True,1r3rk1/p2nb1pp/n1p1p1P1/2PpP3/3P4/2N2N2/P2B1P2/1R2K2R b K - 0 23,"['f8f3', 'h7g6', 'b8b1', 'h7h6', 'h7h5', 'a6c5', 'd7c5', 'e7c5', 'g8h8', 'f8c8']"
f8f3,f8,f3,r,N,False,5rk1/p2nb1pp/n1p1p1P1/2PpP3/3P4/5N2/P2B1P2/1N2K2R b K - 0 24,"['h7g6', 'f8f3', 'h7h5', 'a6c5', 'h7h6', 'a6c7', 'f8c8', 'f8b8', 'g8h8', 'd7b6']"
g8h8,g8,h8,k,,False,6k1/p2nb1pP/n1p1p3/2PpP3/3P4/5r2/P2B1P2/1N2K2R b K - 0 25,"['g8h8', 'g8f7', 'g8f8']"
f3f7,f3,f7,r,,False,7k/p2nb1pP/n1p1p3/2PpP3/3P4/5r2/P2BKP2/1N5R b - - 2 26,"['f3f7', 'f3f8', 'f3f5', 'd7e5', 'e7c5', 'a6c5', 'f3f6', 'd7c5', 'a6b4', 'f3f2']"
d7c5,d7,c5,n,P,False,7k/p2nbrpP/n1p1p3/2PpP3/3P4/2N5/P2BKP2/7R b - - 4 27,"['a6c7', 'e7d8', 'f7f8', 'g7g5', 'd7f8', 'g7g6', 'd7b8', 'e7f8', 'f7f5', 'a6b8']"
e7c5,e7,c5,b,P,False,7k/p3brpP/n1p1p3/2PpP3/8/2N5/P2BKP2/7R b - - 0 28,"['e7c5', 'g7g5', 'g7g6', 'f7f5', 'a6c7', 'a6c5', 'f7f8', 'e7f8', 'e7d8', 'd5d4']"
f7f5,f7,f5,r,,False,7k/p4rpP/n1p1p3/2bpP3/8/2N2P2/P2BK3/7R b - - 0 29,"['c5b4', 'c5d4', 'c5e7', 'c5b6', 'f7b7', 'g7g6', 'f7f5', 'a6b4', 'c5f8', 'c5a3']"
a6b4,a6,b4,n,,False,7k/p5pP/n1p1p3/2bpPr2/5P2/2N5/P2BK3/7R b - - 0 30,"['c5d4', 'c5b4', 'c5b6', 'c5e7', 'c5f8', 'g7g5', 'f5f7', 'f5f8', 'a6b8', 'c5a3']"
c5e7,c5,e7,b,,False,7k/p5pP/2p1p3/2bpPr2/Nn3P2/8/P2BK3/7R b - - 2 31,"['b4a6', 'c5e7', 'c5f8', 'c5d4', 'c5b6', 'c5f2', 'c5g1', 'c5e3', 'b4d3', 'g7g5']"
b4a6,b4,a6,n,,False,7k/p3b1pP/2p1p3/3pPr2/Nn3P2/P7/3BK3/7R b - - 0 32,"['b4c2', 'b4a6', 'b4a2', 'a7a5', 'c6c5', 'e7g5', 'g7g5', 'b4d3', 'a7a6', 'f5f7']"
h8h7,h8,h7,k,P,False,7k/p3b1pP/n1p1p3/3pPr2/N4P2/P7/3BK3/1R6 b - - 2 33,"['e7a3', 'f5h5', 'f5f7', 'e7f8', 'f5f8', 'a6c5', 'd5d4', 'h8h7', 'g7g6', 'e7c5']"
e7a3,e7,a3,b,P,False,8/pR2b1pk/n1p1p3/3pPr2/N4P2/P7/3BK3/8 b - - 1 34,"['e7a3', 'e7c5', 'e7f8', 'a6c5', 'e7h4', 'e7g5', 'e7d8', 'e7f6', 'f5h5', 'g7g5']"
a6c5,a6,c5,n,,False,8/R5pk/n1p1p3/3pPr2/N4P2/b7/3BK3/8 b - - 0 35,"['a6c5', 'a6b8', 'a6b4', 'a3b4', 'c6c5', 'f5h5', 'h7g6', 'a6c7', 'a3f8', 'a3b2']"
a3c5,a3,c5,b,N,False,8/R5pk/2p1p3/2NpPr2/5P2/b7/3BK3/8 b - - 0 36,"['a3c5', 'f5e5', 'a3b2', 'a3b4', 'f5g5', 'f5h5', 'f5f4', 'a3c1', 'h7g8', 'd5d4']"
c5g1,c5,g1,b,,False,8/2R3pk/2p1p3/2bpPr2/5P2/8/3BK3/8 b - - 1 37,"['c5g1', 'f5h5', 'h7g8', 'c5a3', 'c5d4', 'd5d4', 'c5b6', 'c5f8', 'c5b4', 'h7g6']"
h7h6,h7,h6,k,,False,8/6pk/2R1p3/3pPr2/5P2/8/3BK3/6b1 b - - 0 38,"['g1h2', 'g7g5', 'f5h5', 'g1d4', 'g1a7', 'd5d4', 'h7g6', 'f5f8', 'h7g8', 'f5f7']"
h6h5,h6,h5,k,,False,8/6p1/4R2k/3pPr2/5P2/8/3BK3/6b1 b - - 0 39,"['g7g6', 'h6h5', 'h6h7', 'f5f6']"
d5d4,d5,d4,p,,False,8/6p1/3R4/3pPr1k/5P2/8/3BK3/6b1 b - - 2 40,"['g7g5', 'g1c5', 'f5f8', 'g7g6', 'd5d4', 'f5f7', 'g1a7', 'g1h2', 'g1d4', 'g1f2']"
g7g5,g7,g5,p,,False,8/6p1/3R4/4Pr1k/3p1P2/3K4/3B4/6b1 b - - 1 41,"['g7g5', 'g1e3', 'f5f8', 'f5f7', 'g1h2', 'g7g6', 'f5f4', 'f5f6', 'h5h4', 'h5g4']"
f5e5,f5,e5,r,P,False,8/8/3R4/4PrPk/3p4/3K4/3B4/6b1 b - - 0 42,"['g1e3', 'f5e5', 'f5f3', 'f5f7', 'f5f8', 'f5f2', 'f5f1', 'h5g4', 'f5g5', 'h5h4']"
e5g5,e5,g5,r,,False,8/8/3R2P1/4r2k/3p4/3K4/3B4/6b1 b - - 0 43,"['g1e3', 'e5e3', 'e5g5', 'h5h4', 'g1f2', 'e5e8', 'e5e7', 'e5e2', 'e5b5', 'e5e1']"
h5g5,h5,g5,k,B,False,8/8/3R2P1/6Bk/3p4/3K4/8/6b1 b - - 0 44,"['h5g5', 'g1h2', 'g1e3', 'g1f2', 'h5g4']"
c7c5,c7,c5,p,,False,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']"
g8f6,g8,f6,n,,False,rnbqkbnr/pp1ppppp/8/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,"['f7f6', 'h7h6', 'c5d4', 'd8b6', 'g7g6', 'g8f6', 'd7d5', 'd8a5', 'd7d6', 'b7b6']"
e7f6,e7,f6,p,B,False,rnbqkb1r/pp1ppppp/5B2/2p5/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,"['g7f6', 'e7f6', 'd8a5', 'd8b6', 'b8c6', 'd7d5', 'd7d6', 'h7h5', 'b7b5', 'h7h6']"
f8c5,f8,c5,b,P,False,rnbqkb1r/pp1p1ppp/5p2/2P5/8/8/PPP1PPPP/RN1QKBNR b KQkq - 0 4,"['b8c6', 'f8c5', 'a7a5', 'f6f5', 'h7h6', 'f8e7', 'b8a6', 'a7a6', 'd7d5', 'd7d6']"
c5d6,c5,d6,b,Q,False,rnbqk2r/pp1p1ppp/3Q1p2/2b5/8/8/PPP1PPPP/RN2KBNR b KQkq - 1 5,"['c5d6', 'b8a6', 'd8a5', 'c5b6', 'd8e7', 'd8b6', 'b7b6', 'c5f2', 'a7a6', 'c5b4']"
c7c6,c7,c6,p,,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']"
d7d5,d7,d5,p,,False,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"['d7d5', 'h7h6', 'a7a6', 'e7e6', 'd7d6', 'c6c5', 'h7h5', 'b7b5', 'd8a5', 'a7a5']"
c8f5,c8,f5,b,,False,rnbqkbnr/pp2pppp/2p5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,"['c8f5', 'c6c5', 'c8d7', 'e7e6', 'h7h6', 'g7g6', 'g8h6', 'd8b6', 'a7a5', 'd8c7']"
e7e6,e7,e6,p,,False,rn1qkbnr/pp2pppp/2p5/3pPb2/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 4,"['e7e6', 'f5g6', 'b8d7', 'd8a5', 'h7h6', 'h7h5', 'd8b6', 'a7a5', 'f7f6', 'g8h6']"
c6c5,c6,c5,p,,False,rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P1B2/2N5/PPP2PPP/R2QKBNR b KQkq - 1 5,"['d8b6', 'h7h5', 'h7h6', 'c6c5', 'f5g6', 'd8a5', 'g8h6', 'f8e7', 'f7f6', 'f8b4']"
b8c6,b8,c6,n,,False,rn1qkbnr/pp3ppp/4p3/2ppPb2/3P1B2/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 6,"['a7a6', 'h7h6', 'f5g4', 'c5c4', 'b8c6', 'b8d7', 'h7h5', 'f5g6', 'd8b6', 'g8h6']"
g8e7,g8,e7,n,,False,r2qkbnr/pp3ppp/2n1p3/1BppPb2/3P1B2/2N2N2/PPP2PPP/R2QK2R b KQkq - 3 7,"['a7a6', 'c5c4', 'd8b6', 'h7h6', 'a8c8', 'f5g4', 'f5g6', 'd8a5', 'h7h5', 'f8e7']"
e7g6,e7,g6,n,,False,r2qkb1r/pp2nppp/2n1p3/1BPpPb2/5B2/2N2N2/PPP2PPP/R2QK2R b KQkq - 0 8,"['e7g6', 'f5g4', 'f5g6', 'a7a6', 'd8c7', 'd8a5', 'h7h6', 'a8c8', 'h7h5', 'd8c8']"
a7a6,a7,a6,p,,False,r2qkb1r/pp3ppp/2n1p1n1/1BPpPb2/8/2N1BN2/PPP2PPP/R2QK2R b KQkq - 2 9,"['f5g4', 'g6h4', 'a7a6', 'd8c7', 'a8c8', 'f8e7', 'h7h5', 'h7h6', 'f5e4', 'h8g8']"
b7c6,b7,c6,p,B,False,r2qkb1r/1p3ppp/p1B1p1n1/2PpPb2/8/2N1BN2/PPP2PPP/R2QK2R b KQkq - 0 10,"['b7c6', 'e8e7', 'd8d7']"
f8e7,f8,e7,b,,False,r2qkb1r/5ppp/p1p1p1n1/2PpPb2/8/2N1BN2/PPP2PPP/R2Q1RK1 b kq - 1 11,"['f5g4', 'f8e7', 'd8b8', 'h7h5', 'd8d7', 'a6a5', 'a8b8', 'd8c7', 'f7f6', 'h7h6']"
h7h5,h7,h5,p,,False,r2qk2r/4bppp/p1p1p1n1/2PpPb2/8/2N1BN1P/PPP2PP1/R2Q1RK1 b kq - 0 12,"['f7f6', 'e8g8', 'd8b8', 'h7h5', 'd8c7', 'h7h6', 'd8c8', 'g6h4', 'a6a5', 'd8d7']"
d8c7,d8,c7,q,,False,r2qk2r/4bpp1/p1p1p1n1/2PpPb1p/N7/4BN1P/PPP2PP1/R2Q1RK1 b kq - 1 13,"['a6a5', 'e8g8', 'd8c7', 'a8b8', 'f7f6', 'd8a5', 'f5e4', 'a8a7', 'd8b8', 'g6h4']"
a8b8,a8,b8,r,,False,r3k2r/2q1bpp1/p1p1p1n1/2PpPb1p/N2B4/5N1P/PPP2PP1/R2Q1RK1 b kq - 3 14,"['f7f6', 'e8g8', 'e8f8', 'a6a5', 'a8b8', 'g6f8', 'e7h4', 'a8c8', 'f5e4', 'g6h4']"
e8g8,e8,g8,k,,False,1r2k2r/2q1bpp1/p1p1p1n1/2PpPb1p/N2B4/1P3N1P/P1P2PP1/R2Q1RK1 b k - 0 15,"['f7f6', 'g6f4', 'e8f8', 'h8g8', 'c7b7', 'b8c8', 'a6a5', 'e8g8', 'c7d8', 'f5e4']"
f5e4,f5,e4,b,,False,1r3rk1/2q1bpp1/p1p1p1n1/2PpPb1p/N2B4/1P3N1P/P1P1QPP1/R4RK1 b - - 2 16,"['f5e4', 'b8b4', 'a6a5', 'f7f6', 'b8b7', 'g6f4', 'f8e8', 'b8b5', 'h5h4', 'b8e8']"
e4f3,e4,f3,b,N,False,1r3rk1/2q1bpp1/Q1p1p1n1/2PpP2p/N2Bb3/1P3N1P/P1P2PP1/R4RK1 b - - 0 17,"['e4f3', 'g6f4', 'f7f6', 'f7f5', 'b8b4', 'b8b5', 'b8a8', 'g8h8', 'h5h4', 'f8d8']"
g6e5,g6,e5,n,P,False,1r3rk1/2q1bpp1/Q1p1p1n1/2PpP2p/N2B4/1P3P1P/P1P2P2/R4RK1 b - - 0 18,"['g6f4', 'g6h4', 'b8b4', 'g6e5', 'b8b5', 'e7d8', 'e7h4', 'e7g5', 'f7f6', 'g8h7']"
c7e5,c7,e5,q,B,False,1r3rk1/2q1bpp1/Q1p1p3/2PpB2p/N7/1P3P1P/P1P2P2/R4RK1 b - - 0 19,"['c7e5', 'c7d7', 'b8b6', 'b8a8', 'c7d8', 'c7c8', 'f8c8', 'c7b7', 'b8b7', 'b8c8']"
b8b4,b8,b4,r,,False,1r3rk1/4bpp1/2p1p3/2Ppq2p/N7/1P1Q1P1P/P1P2P2/R4RK1 b - - 1 20,"['e5f4', 'e5g5', 'b8b4', 'e7f6', 'g7g6', 'b8b5', 'f8d8', 'e5c7', 'e5f6', 'g7g5']"
e5g5,e5,g5,q,,True,5rk1/4bpp1/2p1p3/2Ppq2p/Nr6/1P1Q1P1P/P1P2P2/4RRK1 b - - 3 21,"['e5c7', 'e5f6', 'e5f4', 'e5g5', 'e7f6', 'e5b8', 'e5d4', 'f7f6', 'e7d6', 'b4e4']"
b4h4,b4,h4,r,,False,5rk1/4bpp1/2p1p3/2Pp2qp/Nr6/1P1Q1P1P/P1P2P1K/4RR2 b - - 5 22,"['g5f4', 'g5f6', 'g5h4', 'e7d8', 'b4f4', 'g5h6', 'f8a8', 'h5h4', 'e7f6', 'b4h4']"
g5f6,g5,f6,q,,False,5rk1/4bpp1/2p1p3/2Pp2qp/N6r/1P1Q1P1P/P1P2P1K/4R1R1 b - - 7 23,"['g5f4', 'g5h6', 'f8a8', 'g5f6', 'f7f5', 'h4g4', 'h4h3', 'e6e5', 'h4a4', 'e7d6']"
e7d8,e7,d8,b,,False,5rk1/4bpp1/2p1pq2/2Pp3p/N6r/1P1Q1PRP/P1P2P1K/4R3 b - - 9 24,"['h4d4', 'h4f4', 'e6e5', 'e7d8', 'g7g6', 'f8a8', 'f8b8', 'f8d8', 'f8e8', 'f6f4']"
d8c7,d8,c7,b,,False,3b1rk1/5pp1/2p1pq2/2Pp3p/N6r/1P1Q1PRP/P1P2P2/4R2K b - - 11 25,"['h4d4', 'd8c7', 'g7g6', 'g8h8', 'f6f4', 'f8e8', 'e6e5', 'd8a5', 'd8e7', 'f6e7']"
c7f4,c7,f4,b,P,False,5rk1/2b2pp1/2p1pq2/2Pp3p/N4P1r/1P1Q2RP/P1P2P2/4R2K b - - 0 26,"['h4f4', 'f6f4', 'f8e8', 'f8d8', 'f8b8', 'g7g6', 'f8a8', 'c7f4', 'd5d4', 'e6e5']"
g7g5,g7,g5,p,,False,5rk1/5pp1/2p1pq2/2Pp3p/N4b1r/1P1Q1R1P/P1P2P2/4R2K b - - 1 27,"['g7g5', 'e6e5', 'f6g5', 'f8d8', 'g7g6', 'f6e7', 'f8e8', 'd5d4', 'f8a8', 'f6h6']"
g8h8,g8,h8,k,,False,5rk1/5p2/2p1pq2/2Pp2pp/N4b1r/1P1Q1R1P/P1P2P2/6RK b - - 1 28,"['g5g4', 'e6e5', 'f8d8', 'f6g7', 'd5d4', 'f8e8', 'g8h8', 'g8g7', 'f8b8', 'f6e7']"
e6e5,e6,e5,p,,False,5r1k/5p2/2p1pq2/2Pp2pp/N4b1r/1PQ2R1P/P1P2P2/6RK b - - 3 29,"['d5d4', 'e6e5', 'f6c3', 'h8g7', 'f6g7', 'f4e5', 'f6e5', 'h4h3', 'f4d2', 'h8h7']"
g5g4,g5,g4,p,,False,5r1k/5p2/1Np2q2/2Ppp1pp/5b1r/1PQ2R1P/P1P2P2/6RK b - - 1 30,"['f6f5', 'f8d8', 'f6e6', 'f8e8', 'g5g4', 'f6e7', 'f8g8', 'd5d4', 'f6g6', 'f6d8']"
d5d4,d5,d4,p,,False,5r1k/5p2/1Np2q2/2Ppp2p/5bpr/1PQR3P/P1P2P2/6RK b - - 1 31,"['f6e6', 'f6g5', 'f6f5', 'f6e7', 'f8e8', 'f6g6', 'f8g8', 'f6h6', 'f6g7', 'f6d8']"
f6e6,f6,e6,q,,False,5r1k/5p2/1Np2q2/2P1p2p/3p1bpr/1P1R3P/P1P2P2/4Q1RK b - - 1 32,"['f8g8', 'f6f5', 'f8e8', 'f6e7', 'f6e6', 'f8d8', 'f6h6', 'f6g6', 'f6g5', 'f6g7']"
e6d5,e6,d5,q,,True,5r1k/5p2/1Np1q3/2P1p2p/3p1bpr/1P1R3P/P1P2PK1/4Q1R1 b - - 3 33,"['f8d8', 'e6f5', 'f7f5', 'f8g8', 'e6g6', 'f7f6', 'e6e7', 'h8h7', 'f8b8', 'f8e8']"
d5d8,d5,d8,q,,False,5r1k/5p2/1Np5/2Pqp2p/3p1bpr/1P1R3P/P1P2P2/4QKR1 b - - 5 34,"['d5c5', 'd5e6', 'd5d8', 'f4d2', 'd5f3', 'f8e8', 'f8d8', 'f8c8', 'f8g8', 'e5e4']"
d8f6,d8,f6,q,,False,3q1r1k/5p2/1Np5/2P1p2p/3p1bpr/1P1R3P/P1P2P2/4QK1R b - - 7 35,"['f7f5', 'f8e8', 'd8c7', 'f8g8', 'd8e8', 'h8g7', 'd8g5', 'f7f6', 'h8g8', 'd8e7']"
f6d8,f6,d8,q,,False,5r1k/3N1p2/2p2q2/2P1p2p/3p1bpr/1P1R3P/P1P2P2/4QK1R b - - 9 36,"['f6f5', 'f6e6', 'f6g7', 'f6e7', 'f6h6', 'f6d8', 'f6g5', 'f6g6', 'f4g5', 'f4d2']"
d8f8,d8,f8,q,N,False,3q1N1k/5p2/2p5/2P1p2p/3p1bpr/1P1R3P/P1P2P2/4QK1R b - - 0 37,"['d8d5', 'd8f8', 'd8e7', 'h8g7', 'h8g8', 'd8e8', 'd8c8', 'd8b8', 'h4h3', 'g4g3']"
f8c5,f8,c5,q,P,False,5q1k/5p2/2p5/2P1p2p/3pQbpr/1P1R3P/P1P2P2/5K1R b - - 1 38,"['f7f5', 'h8g7', 'f8c5', 'g4g3', 'h8g8', 'f8c8', 'f8h6', 'f8g7', 'f8d8', 'f8e7']"
c5c2,c5,c2,q,P,False,7k/5p2/2p5/2q1pQ1p/3p1bpr/1P1R3P/P1P2P2/5K1R b - - 1 39,"['h8g7', 'c5c2', 'h8g8', 'c5e7', 'c5d5', 'c5d6', 'g4g3', 'f4e3', 'f4h6', 'c5a3']"
h8h7,h8,h7,k,,False,7k/5p2/2p2Q2/4p2p/3p1bpr/1P1R3P/P1q2P2/5K1R b - - 1 40,"['h8g8', 'h8h7']"
c2d3,c2,d3,q,R,True,8/5p1k/2p5/4p2p/3p1bpQ/1P1R3P/P1q2P2/5K1R b - - 0 41,"['c2d3', 'h7g7', 'h7g6', 'f4h6', 'h7g8', 'c2b1', 'g4g3', 'h7h6', 'f7f6', 'c2c1']"
